MeasID,YEAR,CO#,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,BALQUEST,RECTYPE,RECTYPENAME,RECTOPIC,RECTOPICNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,Passfail_sum,typerec,topcrec,OTH
201300118,2013,27,3,MONTEREY,2013-11-05,Pacific Grove Unified,0,M,G,"To increase student access to computers; maintain and upgrade educational technology; keep pace with 21st century technological innovations; implement statewide technology requirements for testing and learning; and significantly reduce borrowing costs, shall Pacific Grove Unified School District issue $27.8 million of short-term bonds with the interest rates below the legal limit, independent citizen oversight, and no money for administrator/teacher salaries, so long as all funds are spent locally and cannot be taken by the State?",11,GO Bond,11,Education: Bonds,2828,2593,5421,0.522,F,2,FailF,0,201300118,2828,2593,5421,0.5216749677181332,2,FailF,10,10,
201300119,2013,36,3,SAN BERNARDINO,2013-06-11,Hesperia Unified,0,M,Y,"Shall Community Facilities District No. 2013-1 (""CFD No.2013-1"") of the Hesperia Unified School District (""School District"") be authorized to finance the cost of public school facilities, as described in Resolution No. 2012/13-27 of the School District, by incurring bonded indebtedness in a maximum amount of $2,750,000, and shall CFD No. 2013-1 be authorized to levy special taxes on an annual basis, as shall be applicable, on property within CFD No. 2013-1, as set forth in Resolution Nos. 2012/13-21, as amended by Resolution No. 2012/13-26 and Resolution No. 2012/13-27, to pay for public school facilities and to pay for bonded indebtedness authorized under the Proposition (Measure Y), and for each year, commending with fiscal year 2013-2014, shall an appropriations limit, as defined by Article XIIIB of the California Constitution, be established for CFD No. 2013-1 in an amount equal to $2,750,000, as periodically adjusted pursuant to applicable State law?",11,GO Bond,11,Education: Bonds,176,11,187,0.941,T,1,PassT,0,201300119,176,11,187,0.9411764705882353,1,PassT,10,10,
201300120,2013,36,3,SAN BERNARDINO,2013-07-16,Fontana Unified,0,R,1,Shall Leticia Garcia be recalled (removed) from the office of Governing Board Member?,50,Recall,13,Education: Recall,3086,1336,4422,0.698,M,1,Pass,0,201300120,3086,1336,4422,0.6978742650384442,1,Pass,50,10,
201300121,2013,36,3,SAN BERNARDINO,2013-07-16,Fontana Unified,0,R,2,Shall Sophia Green be recalled (removed) from the office of Governing Board Member?,50,Recall,13,Education: Recall,3071,1278,4349,0.706,M,1,Pass,0,201300121,3071,1278,4349,0.706139342377558,1,Pass,50,10,
201300122,2013,41,3,SAN MATEO,2013-05-07,La Honda-Pescadero Unified,0,M,N,"Shall the La Honda-Pescadero Unified School District continue a successful local parcel tax to improve access to technology in classrooms, provide enrichment opportunities for students, quality professional development for teachers and increase student achievement, in the amount of $100 per year per taxable parcel for seven years, with exemptions for contiguous parcels and parcels owned by persons 65 years and older, with funds staying in local schools, and with independent community review of all expenditures?",3,Property Tax,10,Education,433,207,640,0.677,T,1,PassT,0,201300122,433,207,640,0.6765625,1,PassT,1,10,
201300123,2013,41,3,SAN MATEO,2013-05-07,Portola Valley Elementary,0,M,O,"To protect quality education in local elementary/middle schools, with funds that cannot be taken by the State and - maintain quality science, math, reading/writing instruction, - retain qualified/experienced teacher, - minimize class size increases, - support music/art programs, - develop advanced programs in engineering/technology, shall Portola Valley Elementary School District extend expiring school parcel taxes for eight years, increase rates by $123 annually, with senior exemptions independent citizen oversight, no money for administrator salaries, all funds staying local?",3,Property Tax,10,Education,1512,678,2190,0.69,T,1,PassT,0,201300123,1512,678,2190,0.6904109589041096,1,PassT,1,10,
201300124,2013,41,3,SAN MATEO,2013-11-05,Belmont-Redwood Shores Elementary,0,M,R,"Without increasing the current tax rate and to maintain excellent student achievement by protecting math, science, reading and writing programs, supporting school libraries, attracting and retaining qualified teachers, and maintaining a well-rounded curriculum, including music and art, shall Belmont-Redwood Shores Elementary School District renew its existing parcel taxes for ten years, with no funds for administrators' salaries, exempting senior citizens and requiring independent citizen oversight, generating funds that cannot be taken by the State to benefit local schools?",3,Property Tax,10,Education,5551,2161,7712,0.72,T,1,PassT,0,201300124,5551,2161,7712,0.7197873443983402,1,PassT,1,10,
201300125,2013,41,3,SAN MATEO,2013-11-05,Las Lomitas Elementary,0,M,S,"To repair and improve aging schools to protect quality academic instruction with funding that cannot be taken by Sacramento, shall Las Lomitas Elementary School District build classrooms for increased student enrollment, update/replace aging classrooms to meet current health/safety codes, renovate heating/electrical systems to save money, support 21st century instructional technology, acquire, repair, construct sites, facilities, equipment by issuing $60,000,000 in bonds at legal rates, with citizens' oversight, no money for administrators, and all funds staying local?",11,GO Bond,11,Education: Bonds,2305,812,3117,0.739,F,1,PassF,0,201300125,2305,812,3117,0.7394931023419955,1,PassF,10,10,
201300126,2013,41,3,SAN MATEO,2013-11-05,Menlo Park City Elementary,0,M,W,"To support high quality education, avoid student overcrowding at our existing schools as enrollment continues to increase, and renovate and expand educational facilities at the O'Connor Elementary School site planned to reopen in Menlo Park's Willows neighborhood, all as described in the Bond Project List, shall the Menlo Park City School District issue $23 million of bonds at legal interest rates, establish an independent citizens' oversight committee, perform annual audits, and use no bond money for teacher or administrator salaries?",11,GO Bond,11,Education: Bonds,4222,1383,5605,0.753,F,1,PassF,0,201300126,4222,1383,5605,0.7532560214094558,1,PassF,10,10,
201300127,2013,41,3,SAN MATEO,2013-11-05,San Mateo-Foster City Elementary,0,M,P,"To improve local schools and protect high quality math, science, reading and writing instruction with funding that cannot be taken by the State, shall San Mateo-Foster City Elementary School District upgrade classrooms, science labs, and libraries, relieve school overcrowding, update classroom technology for higher 21 st century academic standards, and repair, construct, or acquire equipment, classrooms, sites and facilities by issuing $130,000,000 in bonds at legal rates, with citizen oversight, no money for administrators, and all funds staying local?",11,GO Bond,11,Education: Bonds,8002,9195,17197,0.465,F,2,FailF,0,201300127,8002,9195,17197,0.46531371750886785,2,FailF,10,10,
201300128,2013,43,3,SANTA CLARA,2013-05-07,Lakeside Joint Elementary,0,M,A,"Shall 17 parcels located on Marty Road and Jensen Springs Road be transferred from the Lakeside Join Union School District (“Lakeside”) in the Loma Prieta Joint Union School District (LPJUSD); transferring the designated attendance for elementary education (K-8) and the associated property tax revenue; relieving , then reapportioning the parcels’ G.O. Bond obligations to remaining Lakeside parcels; relieving the $311 annual Lakeside parcel tax; and requiring an assessment of $150 annually for the LPJUSD parcel tax?",70,Ordinance,12,Education: Districts,22,174,196,0.112,M,2,Fail,1,201300128,103,555,658,0.15653495440729484,2,Fail,70,10,
201300133,2013,44,3,SANTA CRUZ,2013-05-07,Lakeside Joint Elementary,0,M,A,"Shall 17 parcels located on Marty Road and Jensen Springs Road be transferred from the Lakeside Joint Union School District (“Lakeside”) into the Loma Prieta Joint Union School District (LPJUSD); transferring the designated attendance for elementary education (K-8) and the associated property tax revenue; relieving, then reapportioning the parcels’ G.O. Bond obligations to remaining Lakeside parcels; relieving the $311 annual Lakeside parcel tax; and requiring an assessment of $150 annually for the LPJUSD parcel tax?",70,Ordinance,12,Education: Districts,81,381,462,0.175,M,2,Fail,1,201300128,103,555,658,0.15653495440729484,2,Fail,70,10,
201300129,2013,43,3,SANTA CLARA,2013-05-07,Los Gatos Union Elementary,0,M,B,"Without increasing tax rates and to protect outstanding core academic programs in reading, writing, math, and science; retain highly-qualified teachers; keep classroom technology, science resources, books and instructional materials updated; and maintain art and music; shall the Los Gatos Union School District be authorized to renew its expiring annual education tax of $290 per parcel for eight years, with citizen oversight, no funds for administrators' salaries, a senior citizen exemption, and all funds staying in Los Gatos schools?",3,Property Tax,10,Education,6070,1355,7425,0.818,T,1,PassT,0,201300129,6070,1355,7425,0.8175084175084175,1,PassT,1,10,
201300130,2013,43,3,SANTA CLARA,2013-11-05,Campbell Union High,0,M,E,"To support quality education in local high schools with funds that cannot be taken by the State including academic instruction in science, math, English, Advanced Placement, art, music, technology, vocational courses; recruit/retain qualified teachers; maintain small class sizes; and provide safe/clean schools; shall Campbell Union High School District renew – with no tax increase – an existing $85 annual parcel tax for 8 years, with exemptions for seniors and qualified disabled citizens, independent fiscal oversight, and no administrator salaries?",3,Property Tax,10,Education,19341,5857,25198,0.768,T,1,PassT,0,201300130,19341,5857,25198,0.7675609175331376,1,PassT,1,10,
201300131,2013,43,3,SANTA CLARA,2013-11-05,Loma Prieta Joint Union,0,M,H,"To support high academic achievement for local students and provide stable local funding to maintain outstanding core academic programs in reading, writing, math, and science, retain highly qualified and experienced teachers, and prepare students for an excellent high school shall the Loma Priesta Joint Union Elementary School District authorized an annual school parcel tax of $164 per parcel for seven years with independent citizens’ oversight, an exemption for seniors, no funds for administrator’s salaries and every dollar staying in our schools?",3,Property Tax,10,Education,241,70,311,0.775,T,1,PassT,1,201300131,1224,389,1613,0.7588344699318041,1,PassT,1,10,
201300135,2013,44,3,SANTA CRUZ,2013-11-05,Loma Prieta Joint Union,0,M,H,"To support high academic achievement for local students and provide stable local funding to maintain outstanding core academic programs in reading, writing, math, and science, retain highly qualified and experienced teachers, and prepare students for an excellent high school shall the Loma Prieta Joint Union Elementary School District authorize an annual school parcel tax of $164 per parcel for seven years with independent citizens’ oversight, an exemption for seniors, no funds for administrator’s salaries and every dollar staying in our schools?",3,Property Tax,10,Education,983,319,1302,0.755,T,1,PassT,1,201300131,1224,389,1613,0.7588344699318041,1,PassT,1,10,
201300132,2013,43,3,SANTA CLARA,2013-11-05,Sunnyvale Elementary,0,M,G,"To continue critical renovation, modernization and safety needs at the district’s schools and to make needed upgrades to classrooms, libraries, science and computer labs, improve student access to computers and instructional technology and continue to improve the energy efficiency of classrooms and buildings, shall the Sunnyvale School District issue $96,000,000 in bonds at legal interest rates with funds monitored by an Independent Citizens’ Oversight Committee and no funds spent on administrators?",11,GO Bond,11,Education: Bonds,6995,3225,10220,0.684,F,1,PassF,0,201300132,6995,3225,10220,0.6844422700587084,1,PassF,10,10,
201300134,2013,44,3,SANTA CRUZ,2013-05-07,Soquel Union Elementary,0,M,S,"To provide stable funding for New Brighton Middle, Main Street, Opal Cliffs, Santa Cruz Gardens and Soquel Elementary for academic programs in reading, writing, math and science, attracting and retaining quality teachers, smaller class sizes, school libraries/librarians, maintaining art and music programs, shall Soquel Union Elementary School District levy an education tax of $90 per parcel for eight years with citizen oversight, exempting senior citizens, no funds for administrators’ salaries, and all funds staying local?",3,Property Tax,10,Education,4116,2648,6764,0.609,T,2,FailT,0,201300133,4116,2648,6764,0.6085156712004731,2,FailT,1,10,
201300136,2013,54,3,TULARE,2013-04-09,Stone Corral Elementary,0,R,1,Shall Reynold Esquivel be recalled (removed) from the office of Governing Board Member?,50,Recall,13,Education: Recall,69,31,100,0.69,M,1,Pass,0,201300134,69,31,100,0.69,1,Pass,50,10,
201300137,2013,54,3,TULARE,2013-04-09,Stone Corral Elementary,0,R,2,Shall Rebecca Quintana be recalled (removed) from the office of Governing Board Member?,50,Recall,13,Education: Recall,66,34,100,0.66,M,1,Pass,0,201300135,66,34,100,0.66,1,Pass,50,10,
