MeasureID,YEAR,CO,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,BALQUEST,RECTYPE,RECTYPENAME,RECTOPIC,RECTOPNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,passfail_sum,TYPEREC,TOPICREC
201400312,2014,36,2,SAN BERNARDINO,2014-11-04,Rialto,0,Measure,U,"Shall the ordinance adopting the Rialto 2014 Wholesale Liquid Fuel Storage Measure, amending Chapter 5.04 of the Rialto municipal code to establish a business license tax on wholesale liquid fuel storage facilities be adopted?",70,Ordinance,112,Revenues: Tax Creation/Incr./Contin.,4917,4680,9597,0.5123476086276961,M,1,Pass,0,201400310,4917,4680,9597,0.5123476086276961,1,Pass,70,110
201400313,2014,7,2,CONTRA COSTA,2014-11-04,Richmond,0,Measure,U,"Shall the City of Richmond adopt a one-half cent transactions and use (sales) tax, to fund and maintain essential city services, such as public safety, public health and wellness programs, city youth programs and street paving?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,10699,8683,19382,0.5520070168197296,M,1,Pass,0,201400311,10699,8683,19382,0.5520070168197296,1,Pass,1,110
201400314,2014,12,2,HUMBOLDT,2014-11-04,Rio Dell,0,Measure,U,"Shall the City of Rio Dell increase the sales tax by 1%, for five years only, providing locally controlled funding that cannot be taken by the State?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,376,349,725,0.5186206896551724,M,1,Pass,0,201400312,376,349,725,0.5186206896551724,1,Pass,1,110
201400315,2014,33,2,RIVERSIDE,2014-11-04,Riverside,0,Measure,L,"Shall Proposition ""R"", Measure ""C"", the City of Riverside's General Plan 2025 and Title 19 (Zoning) of the Riverside Municipal Code be amended, and the Rancho La Sierra Specific Plan be repealed to permanently preserve the La Sierra Hills as open space and allow restricted residential development on the La Sierra Lands?",20,Charter Amendment,22,Land Use: Zoning,18209,24338,42547,0.4279737701835617,M,2,Fail,0,201400313,18209,24338,42547,0.4279737701835617,2,Fail,20,20
201400316,2014,21,2,MARIN,2014-11-04,Ross,0,Measure,M,"Shall the existing special tax for paramedic services be continued for four years in the increased amount of $57 in the first year and increased $6 annually, if needed, to a maximum of $75 per taxable living unit, or per 1,500 square feet of structure on a developed parcel in non-residential use, with the appropriations limit increased by the amount of said tax for the next four years?",3,Property Tax,36,Safety: Emergency Medical/Paramedic,747,244,991,0.7537840565085772,T,1,PassT,0,201400314,747,244,991,0.7537840565085772,1,PassT,1,30
201400317,2014,34,2,SACRAMENTO,2014-11-04,Sacramento,0,Measure,L,"Shall the City of Sacramento Charter be revised, on a trial basis, to establish: a mayor-council governance structure wherein the elected mayor oversees city operations and a budget subject to Council approval and override; an Ethics Committee; Code of Ethics and Sunshine Ordinances; an Independent Budget Analyst Office; a Neighborhood Advisory Committee; an Independent Redistricting Commission; and a three-term limit for mayors; with most provisions subject to voter reapproval by 11/03/2020?”",80,Policy/Position,43,Governance: Organization,41423,53252,94675,0.4375283865856879,M,2,Fail,0,201400315,41423,53252,94675,0.4375283865856879,2,Fail,80,40
201400318,2014,27,2,MONTEREY,2014-11-04,Salinas,0,Measure,G,"To improve our quality of life, maintain and enhance city services and facilities, including: crime and gang prevention; neighborhood policing and school safety; safety inspections; police, fire and paramedic response; fixing potholes, streets, and sidewalks; recreation and programs for youth and seniors; and other city services, shall the City of Salinas enact a one cent sales tax, that can’t be taken by the State, with citizens’ oversight, annual independent audits, with all funds dedicated to Salinas?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,11227,6762,17989,0.6241036188782033,M,1,Pass,0,201400316,11227,6762,17989,0.6241036188782033,1,Pass,1,110
201400319,2014,27,2,MONTEREY,2014-11-04,Salinas,0,Measure,H,"Shall the Utility Users Tax Ordinance be amended to reduce the tax on telecommunications and video users from 6 percent to 5 percent; exempt seniors; modernize the ordinance to include wireless and other technologies and treat taxpayers the same regardless of technology; help fund essential city services including: public safety, fire protection, youth programs, parks and recreation, and street repairs and maintenance, and all money staying local for services and facilities in the City of Salinas?",5,Utility Tax,111,Revenues: Tax Repeal/Reduction/Limit,10807,6869,17676,0.6113939805385834,M,1,Pass,0,201400317,10807,6869,17676,0.6113939805385834,1,Pass,1,110
201400320,2014,21,2,MARIN,2014-11-04,San Anselmo,0,Measure,N,"Shall there be a continuation of the four year special tax for paramedic services in the amount of $57 in the first year and raising the tax $6 annually to a maximum of $75 per taxable living unit, or per 1,500 square feet of structure on a developed parcel in non-residential use, with the appropriations limit increased by the amount of said tax for the next four years?",3,Property Tax,36,Safety: Emergency Medical/Paramedic,3125,1351,4476,0.6981680071492404,T,1,PassT,0,201400318,3125,1351,4476,0.6981680071492404,1,PassT,1,30
201400321,2014,36,2,SAN BERNARDINO,2014-11-04,San Bernardino,0,Measure,Q,"Shall the amendment to the Charter of the City of San Bernardino that would eliminate a mandated automatic process for determining the salaries of the employees of the Police and Fire Departments of the City (hereinafter ""Public Safety Employees"") and replace that process with collective bargaining as provided by law be adopted?",20,Charter Amendment,42,Governance: Personnel/Labor Relations,8885,10907,19792,0.44891875505254647,M,2,Fail,0,201400319,8885,10907,19792,0.44891875505254647,2,Fail,20,40
201400322,2014,36,2,SAN BERNARDINO,2014-11-04,San Bernardino,0,Measure,R,Shall the amendment to the Charter of the City of San Bernardino altering the process by which city employees in the classified service may be discharged or reduced in rank or compensation be adopted?,20,Charter Amendment,42,Governance: Personnel/Labor Relations,10669,8732,19401,0.5499201072109685,M,1,Pass,0,201400320,10669,8732,19401,0.5499201072109685,1,Pass,20,40
201400323,2014,41,2,SAN MATEO,2014-11-04,San Bruno,0,Measure,N,"To stimulate economic enhancement only in San Bruno’s Transit Corridors Plan Area, shall the City amend Ordinance 1284 to allow: (1) buildings exceeding the maximum height of fifty feet by: twenty feet along El Camino Real, fifteen feet along San Bruno Avenue, five feet along San Mateo Avenue, and forty feet in the Caltrain Station area; (2) development on 42 residential parcels exceeding the density permitted in 1974; (3) above-ground multi-story parking garages.",20,Charter Amendment,22,Land Use: Zoning,5382,2511,7893,0.6818700114025086,M,1,Pass,0,201400321,5382,2511,7893,0.6818700114025086,1,Pass,20,20
201400324,2014,56,2,VENTURA,2014-11-04,San Buenaventura,0,Measure,D,Shall Section 500 of the City Charter be amended to provide for regular City elections in November of even-numbered years instead of odd-numbered years to increase voter turnout and decrease election costs?,20,Charter Amendment,48,Governance: Elections,25610,5391,31001,0.8261023837940712,M,1,Pass,0,201400322,25610,5391,31001,0.8261023837940712,1,Pass,20,40
201400325,2014,56,2,VENTURA,2014-11-04,San Buenaventura,0,Measure,E,"(ADVISORY) If the General Municipal Election is changed to even years, shall members of the Board of Education of the Ventura Unified School District be elected at the City of San Buenaventura's General Municipal Election?",30,Advisory,48,Governance: Elections,25172,5092,30264,0.8317472905101772,M,1,Pass,0,201400323,25172,5092,30264,0.8317472905101772,1,Pass,30,40
201400326,2014,33,2,RIVERSIDE,2014-11-04,San Jacinto,0,Measure,CC,"To maintain current police, firefighter and paramedic service levels, maintain 9-1-1 emergency response times, maintain operational levels for existing neighborhood fire stations, parks, community buildings and infrastructure, and create jobs; shall the City of Jacinto establish a 6.5% Utility Users Tax for 10 years on utility services within the City, while exempting low-income seniors, requiring annual audits and allowing no tax rate increase without voter approval?",5,Utility Tax,112,Revenues: Tax Creation/Incr./Contin.,2608,2858,5466,0.4771313574826198,M,2,Fail,0,201400324,2608,2858,5466,0.4771313574826198,2,Fail,1,110
201400327,2014,43,2,SANTA CLARA,2014-11-04,San Jose,0,Measure,G,"Shall the Charter be amended to 1) allow the Council to establish one or more Retirement Boards with specified authority, including, hiring an at-will chief executive, (2) specify the hiring authority of the Retirement Services chief executive; 3) exclude certain future Retirement Services employees from the classified civil service and the City’s defined benefit retirement plans; and (4) establish the process for setting stipends paid to non-employee Retirement Board members?",20,Charter Amendment,42,Governance: Personnel/Labor Relations,86122,82270,168392,0.5114375979856525,M,1,Pass,0,201400325,86122,82270,168392,0.5114375979856525,1,Pass,20,40
201400328,2014,1,2,ALAMEDA,2014-11-04,San Leandro,0,Measure,HH,"To protect/ maintain local services, including: 911 emergency response; neighborhood police patrols/ anti‐gang enforcement; library programs for children, adults/ families; after school programs for children/ teens including, homework assistance/ reading programs; school police officers/ crossing guards; repairing potholes/ maintaining residential streets; and other City services, shall the City of San Leandro extend Measure Z and set the sales tax at ½ cent for 30 years, with citizens oversight, annual audits, all funds for San Leandro, no funds for Sacramento?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,10452,5764,16216,0.6445485939812531,M,1,Pass,0,201400326,10452,5764,16216,0.6445485939812531,1,Pass,1,110
201400329,2014,1,2,ALAMEDA,2014-11-04,San Leandro,0,Measure,II,"Shall the City of San Leandro Charter be amended to provide that the City Council, at its first regular meeting in January of each year, shall designate one of its members Vice Mayor, to serve for a period of one year and until a successor is elected and qualified?",20,Charter Amendment,43,Governance: Organization,10542,4125,14667,0.718756391900184,M,1,Pass,0,201400327,10542,4125,14667,0.718756391900184,1,Pass,20,40
201400330,2014,40,2,SAN LUIS OBISPO,2014-11-04,San Luis Obispo,0,Measure,G,"An ordinance of the City Council and the People of the City of San Lyis Obispo, California, amending Chaapter 3.15 of the Municipal Code to extend the existing ""Essential Services Transactions (Sales) and Use Tax,"" for an additional eight years (March 31, 2023), to be administered by the State Board of Equalization, update the purpose statement, and provide for additional citizen oversight and accounting transparency.",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,8728,3684,12412,0.7031904608443442,M,1,Pass,0,201400328,8728,3684,12412,0.7031904608443442,1,Pass,1,110
201400331,2014,27,2,MONTEREY,2014-11-04,Sand City,0,Measure,J,"Shall an ordinance be adopted to increase the rate of a transactions and use tax on the retail sale of goods in Sand City used for general City purposes, from one-half of one percent to one percent?",4,Sales Tax,111,Revenues: Tax Repeal/Reduction/Limit,46,32,78,0.5897435897435898,M,1,Pass,0,201400329,46,32,78,0.5897435897435898,1,Pass,1,110
201400332,2014,30,2,ORANGE,2014-11-04,Santa Ana,0,Measure,AA,"Shall the ordinance authorizing an amendment to the City's Utility Users Tax (`'UUT"") Ordinance (Santa Ana Municipal Code, Chapter 35, Article VI) be approved? This measure will 1) modernize the City's UUT as it relates to telecommunications; 2) will reduce the UUT across the board from the rate of six percent (6%) down to five and one-half percent (5½%) of all charges made for telecommunication, electricity, gas and water services; and 3) eliminates exemptions, including a maximum tax cap of $11,000 so that all taxpayers are treated equally?",5,Utility Tax,111,Revenues: Tax Repeal/Reduction/Limit,24845,7955,32800,0.7574695121951219,M,1,Pass,0,201400330,24845,7955,32800,0.7574695121951219,1,Pass,1,110
201400333,2014,30,2,ORANGE,2014-11-04,Santa Ana,0,Measure,BB,"Shall the ordinance amending chapter 18 of the municipal code to delete and replace article xiii, to delete section 41-121, delete subsection (b) of section 41-144, and amend article xii of chapter 21 by adding sections 21-126, 21-127, 21-128, 21-129 and 21-130 to regulate the establishment, operation and taxation of medical marijuana collectives and cooperatives be adopted?",70,Ordinance,40,Governance,22147,11482,33629,0.6585684974278153,M,1,Pass,0,201400331,22147,11482,33629,0.6585684974278153,1,Pass,70,40
201400334,2014,30,2,ORANGE,2014-11-04,Santa Ana,0,Measure,CC,"(INITIATIVE) Shall the Medical Cannabis Restriction and Limitation Initiative ordinance seeking 1) to eliminate an existing City ordinance prohibiting the sale of medical marijuana from store-front dispensaries and 2) to replace it with a new ordinance which does all of the following: 1) Permits medical marijuana collectives and cooperatives in the C1, C4, C5, M1 and P& C-SM zones; 2) Requires an administrative registration process; 3) Requires payment of a business tax of $20.00 for each $1,000 of gross receipts; 4) Prohibits collectives and cooperatives in all residential zones; 5) Prohibits collectives and cooperatives from locating within 600 feet of public and private K-12th grade schools; 6) Establishes a formula of one (1) collective or cooperative for every 15,000 people, but in no case shall there be less than 22 collectives/ cooperatives; 7) Requires lighting and alarm systems for security; 8) Prohibits collectives and cooperatives from also possessing an Alcohol and Beverage Control license; 9) Contains signage restrictions; and 10) Requires compliance with the 2008 Attorney General Guidelines for the Security and Non-Diversion of Marijuana Grown for Medical Use be adopted?",40,Initiative,22,Land Use: Zoning,18090,14987,33077,0.5469057048704538,M,1,Pass,0,201400332,18090,14987,33077,0.5469057048704538,1,Pass,40,20
201400335,2014,19,2,LOS ANGELES,2014-11-04,Santa Clarita,0,Measure,S,"Shall Ordinance No. 14-02 adopting a Development Agreement with Los Angeles County Metropolitan Transportation Authority (METRO) for the removal of 62 advertising structures, within the City, by METRO or any other means, and construction and operation of the three digital billboards, adjacent to the Interstate 5 and State Route 14 freeways, and the dedication to the City of revenue received from digital billboards, which creates an ongoing revenue stream, be adopted?",70,Ordinance,64,Transport: Agencies,17166,21488,38654,0.44409375485072694,M,2,Fail,0,201400333,17166,21488,38654,0.44409375485072694,2,Fail,70,60
201400336,2014,44,2,SANTA CRUZ,2014-11-04,Santa Cruz,0,Measure,L,"To protect the quality of life in the City of Santa Cruz and to fund essential city services such as police, fire, emergency response, youth and senior programs, job creation, housing, and environmental protection, shall an ordinance be adopted to impose a tax of no more than 10% (7% when enacted) on gross receipts of cannabis (marijuana) businesses in the city, subject to audits, with all funds staying local?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,13894,3007,16901,0.8220815336370629,M,1,Pass,0,201400334,13894,3007,16901,0.8220815336370629,1,Pass,1,110
201400337,2014,19,2,LOS ANGELES,2014-11-04,Santa Monica,0,Measure,D,"Shall the Santa Monica City Charter be amended to require the City to continue to operate the Santa Monica Airport in a manner that supports its aviation uses unless the voters approve the Airport's closure or change in use, and until that voter approval occurs, the city shall be prohibited from imposing additional restrictions on aviation support services to tenants and airport users that inhibit fuel sales or the full use of aviation facilities?",20,Charter Amendment,26,Land Use: Voter Approval,10288,14688,24976,0.4119154388212684,M,2,Fail,0,201400335,10288,14688,24976,0.4119154388212684,2,Fail,20,20
201400338,2014,19,2,LOS ANGELES,2014-11-04,Santa Monica,0,Measure,FS,Shall the City Charter be amended to establish a maximum annual registration fee of up to $288 per controlled rental unit and to limit the amount that landlords may pass through to tenants to 50% of the registration fee?,20,Charter Amendment,82,Housing: Rent Control,12061,11325,23386,0.5157359103737279,M,1,Pass,0,201400336,12061,11325,23386,0.5157359103737279,1,Pass,20,80
201400339,2014,19,2,LOS ANGELES,2014-11-04,Santa Monica,0,Measure,H,"Shall an ordinance be adopted that amends the real estate transfer tax so that for commercial and non-commercial real estate sold for one million dollars or more, the tax rate would be $9 for each thousand dollars of sales price?",3,Property Tax,111,Revenues: Tax Repeal/Reduction/Limit,10364,14020,24384,0.42503280839895013,M,2,Fail,0,201400337,10364,14020,24384,0.42503280839895013,2,Fail,1,110
201400340,2014,19,2,LOS ANGELES,2014-11-04,Santa Monica,0,Measure,HH,"(ADVISORY) If the proposed transfer tax on commercial and non-commercial real estate sales is approved by voters, should the revenue be used to preserve, repair, renovate and construct affordable housing for low-income people who work or live in Santa Monica, including seniors, veterans, working families and persons with disabilities?",30,Advisory,61,Transport: Mass Transit,12179,11923,24102,0.505310762592316,M,1,Pass,0,201400338,12179,11923,24102,0.505310762592316,1,Pass,30,60
201400341,2014,19,2,LOS ANGELES,2014-11-04,Santa Monica,0,Measure,LC,"Shall the City Charter be amended to: (1) prohibit new development on Airport land, except for parks, public open spaces and public recreational facilities, until the voters approve limits on the uses and development that may occur on the land; and (2) affirm the City Council’s authority to manage the Airport and to close all or part of it?",20,Charter Amendment,26,Land Use: Voter Approval,15434,10096,25530,0.6045436741088915,M,1,Pass,0,201400339,15434,10096,25530,0.6045436741088915,1,Pass,20,20
201400342,2014,56,2,VENTURA,2014-11-04,Santa Paula,0,Measure,F,"Shall an ordinance be adopted imposing a one percent (1.0%) transactions and use (sales) tax to fund police services, fire services and street repair and maintenance?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,2931,2152,5083,0.5766279756049577,T,2,FailT,0,201400340,2931,2152,5083,0.5766279756049577,2,FailT,1,110
201400343,2014,49,2,SONOMA,2014-11-04,Santa Rosa,0,Measure,N,"Shall the Utility Users Tax Ordinance (UUT) be amended to: reduce the tax rate from 5% to 4.5%; exempt low income users; modernize the ordinance to include wireless and other technologies to treat taxpayers the same regardless of technology; and help maintain essential city services, with all money staying local for services and facilities in Santa Rosa?",5,Utility Tax,200,Other,14466,16531,30997,0.4666903248701487,M,2,Fail,0,201400341,14466,16531,30997,0.4666903248701487,2,Fail,1,200
201400344,2014,21,2,MARIN,2014-11-04,Sausalito,0,Measure,O,"To maintain the City’s long-term financial viability and improve local quality of life and essential services including storm drain repairs to protect the Bay, street/sidewalk maintenance, pothole repair, parks, landscape maintenance, youth/senior programs, library hours/services, disabled access, public safety, and other general services shall the City of Sausalito enact a half cent sales tax for 10 years, requiring independent financial audits/public review, with all funds remaining in Sausalito?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,1676,1079,2755,0.6083484573502722,M,1,Pass,0,201400342,1676,1079,2755,0.6083484573502722,1,Pass,1,110
201400345,2014,30,2,ORANGE,2014-11-04,Seal Beach,0,Measure,DD,"Shall the City's Utility User Tax (""UUT"") be lowered and the UUT ordinance be modernized to apply equally to all telecommunication services regardless of the type of technology used be approved?",5,Utility Tax,111,Revenues: Tax Repeal/Reduction/Limit,7418,1833,9251,0.801859258458545,M,1,Pass,0,201400343,7418,1833,9251,0.801859258458545,1,Pass,1,110
201400346,2014,30,2,ORANGE,2014-11-04,Seal Beach,0,Measure,EE,"Shall the City Charter be amended to specify that the position of City Clerk would be appointed, not elected? The City Council will have the option of determining whether the City Council or the City Manager would have the authority to appoint the City Clerk.",20,Charter Amendment,43,Governance: Organization,4772,4350,9122,0.5231308923481692,M,1,Pass,0,201400344,4772,4350,9122,0.5231308923481692,1,Pass,20,40
201400347,2014,49,2,SONOMA,2014-11-04,Sebastapol,0,Measure,R,"Shall the City of Sebastopol amend the current Utility User Tax ordinance by: reducing the tax from 4% to 3.75%; continuing the tax on gas and electricity which exempts low income persons; adding telecommunications, video and garbage services; to maintain essential general fund City services such as police and fire, improving roads, sewers, parks, bicycle/pedestrian infrastructure; requiring an independent audit; and no rate increase without voter approval; and terminating the tax in ten years?",5,Utility Tax,112,Revenues: Tax Creation/Incr./Contin.,1448,906,2354,0.6151231945624469,M,1,Pass,0,201400345,1448,906,2354,0.6151231945624469,1,Pass,1,110
201400348,2014,45,2,SHASTA,2014-11-04,Shasta Lake,0,Measure,C,"To provide funding for general City services, shall an ordinance be adopted to impose a tax at a rate initially set at 6%, and not to exceed 10%, of gross receipts on Medical Marijuana Collectives and Cooperatives operating in the City of Shasta Lake?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,2022,741,2763,0.7318132464712269,M,1,Pass,0,201400346,2022,741,2763,0.7318132464712269,1,Pass,1,110
201400349,2014,27,2,MONTEREY,2014-11-04,Soledad,0,Measure,I,"Shall Chapter 3.09 of the Soledad Municipal Code be amended to extend the existing five (5) year term of the City’s one percent (1%) Temporary Transactions and Use Tax by fifteen (15) years, to 2032, to continue to fund essential services such as police, fire, emergency response, street maintenance, park & recreation and other general government services, subject to review by a  Citizens Oversight Committee, annual independent audits, and exclusive use by the City?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,896,522,1418,0.6318758815232722,M,1,Pass,0,201400347,896,522,1418,0.6318758815232722,1,Pass,1,110
201400350,2014,30,2,ORANGE,2014-11-04,Stanton,0,Measure,GG,Shall an ordinance adding Chapter 3.05 to the stanton municipal code to impose a transactions and use tax to be administered by the State Board of Equalization be adopted?,4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,2543,2092,4635,0.5486515641855447,M,1,Pass,0,201400348,2543,2092,4635,0.5486515641855447,1,Pass,1,110
201400351,2014,39,2,SAN JOAQUIN,2014-11-04,Stockton,0,Measure,C,"Shall the Stockton City Charter be amended to revise the Introduction; amend criteria for determining the Mayor’s compensation; revise certain restrictions on, and benefits of, officers and employees; delete certain requirements as to the qualifications and process for selection of certain Fire Department and other employees; revise certain public bidding procedures and delegate to the City Council the determination of the administrative spending authority of the City Manager?",20,Charter Amendment,42,Governance: Personnel/Labor Relations,21370,15094,36464,0.58605748135147,M,1,Pass,0,201400349,21370,15094,36464,0.58605748135147,1,Pass,20,40
201400352,2014,15,2,KERN,2014-11-04,Tehachapi,0,Measure,F,"To provide funding that stays in Tehachapi and cannot be seized by the State, to be used for increased street maintenance, improving senior services, enhancing public facilities, and improving other general city services, shall an ordinance be adopted to enact a temporary, one half of one percent sales tax for 10 years, with mandatory audits and annual community reporting?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,835,973,1808,0.4618362831858407,M,2,Fail,0,201400350,835,973,1808,0.4618362831858407,2,Fail,1,110
201400353,2014,50,2,STANISLAUS,2014-11-04,Turlock,0,Measure,A,Shall members of the legislative body of the City of Turlock be elected by districts described in Ordinance No. 1197CS and the Mayor of the City of Turlock be elected on a citywide basis by the voters of the entire city?,70,Ordinance,43,Governance: Organization,9685,3446,13131,0.737567588150179,M,1,Pass,0,201400351,9685,3446,13131,0.737567588150179,1,Pass,70,40
201400354,2014,50,2,STANISLAUS,2014-11-04,Turlock,0,Measure,B,"Shall the ordinance establishing a one-half of one percent local road transactions and use (sales) tax in Turlock, for 7 years, to be used exclusively for construction, reconstruction, replacement, repair and maintenance of existing City streets, sidewalks, and pedestrian/ bicycle improvements, including ADA improvements, with an independent citizens' oversight committee and financial audit ensuring all funds are spent appropriately in Turlock, be adopted?",4,Sales Tax,62,Transport: Roads,8425,5439,13864,0.6076889786497404,T,2,FailT,0,201400352,8425,5439,13864,0.6076889786497404,2,FailT,1,60
201400355,2014,30,2,ORANGE,2014-11-04,Tustin,0,Measure,HH,Shall an ordinance amending sections 2702 and 2703 of Chapter 7 of Article 2 of the Tustin city code concerning the uniform transient occupancy tax be adopted?,9,Transient Occupancy Tax,111,Revenues: Tax Repeal/Reduction/Limit,5724,5102,10826,0.5287271383705893,M,1,Pass,0,201400353,5724,5102,10826,0.5287271383705893,1,Pass,1,110
201400356,2014,23,2,MENDOCINO,2014-11-04,Ukiah,0,Measure,P,"Shall the one-half of one percent (0.5%) transaction and use tax used to fund essential public services, including police, fire prevention and protection, and emergency medical services, set to expire on September 25, 2015, be extended by Ordinance No. 1149 until repealed by majority vote in a municipal election?",4,Sales Tax,34,Safety: Multiple Emergency Services,2660,840,3500,0.76,M,1,Pass,0,201400354,2660,840,3500,0.76,1,Pass,1,30
201400357,2014,1,2,ALAMEDA,2014-11-04,Union City,0,Measure,JJ,"To prevent severe cuts to, and maintain essential services such as police, fire, paramedic, library, streets, parks and other services, shall Union City adopt an Ordinance extending the existing voter approved Measure AA sales tax with no increase in tax rate, requiring a citizen’s oversight committee, annual independent audits, and all funds for Union City and no funds for the State of California?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,8920,3177,12097,0.7373729023724891,M,1,Pass,0,201400355,8920,3177,12097,0.7373729023724891,1,Pass,1,110
201400358,2014,1,2,ALAMEDA,2014-11-04,Union City,0,Measure,KK,"Shall an ordinance be adopted that amends Union City’s General Plan and Hillside Area Plan to permit development of 63 acres of land owned by the Masons of California, located to the Northeast of Mission Boulevard, subject to all required entitlement processes and environmental review, and move the Hillside Area Plan boundary to accommodate new senior housing and health care facilities, low‐density single family residences, retail space, parks, open space, trails and a community garden?",70,Ordinance,29,Land Use: Redevelopment,4293,8277,12570,0.34152744630071596,M,2,Fail,0,201400356,4293,8277,12570,0.34152744630071596,2,Fail,70,20
201400359,2014,30,2,ORANGE,2014-11-04,Villa Park,0,Measure,II,"Shall the measure to permit the purchase, sale, and use of Safe and Sane Fireworks in the City, subject to the rules and regulations established by the City Council be adopted? Specifically, this ballot measure proposes to add Section 11-2.05 to Article 11-2 of the Villa Park Municipal Code, which would permit the purchase, sale, and use of Safe and Sane Fireworks in the City subject to the rules and regulations established by the City Council.",70,Ordinance,200,Other,1436,1109,2545,0.5642436149312378,M,1,Pass,0,201400357,1436,1109,2545,0.5642436149312378,1,Pass,70,200
201400360,2014,47,2,SISKIYOU,2014-11-04,Weed,0,Measure,J,"To improve the Yreka's Quality of Life shall a ordinance be enacted for a local sales tax of one-quarter of one percent, solely for 1) Advancing Culture, the Arts and Entertainment thereby stimulating business; and/or 2) Advancing Education and Youth Activities in the City of Yreka thereby stimulating business; and 3) Operational expenses of an overseeing independent nonprofit corporation that expires in six years?",4,Sales Tax,74,Facilities: Public Works,343,220,563,0.6092362344582594,M,1,Pass,0,201400358,343,220,563,0.6092362344582594,1,Pass,1,70
201400361,2014,47,2,SISKIYOU,2014-11-04,Weed,0,Measure,K,(ADVISORY) Shall the City of Weed prohibit the outdoor growth of medical Marijuana?,30,Advisory,22,Land Use: Zoning,291,281,572,0.5087412587412588,M,1,Pass,0,201400359,291,281,572,0.5087412587412588,1,Pass,30,20
201400362,2014,47,2,SISKIYOU,2014-11-04,Weed,0,Measure,L,(ADVISORY) Shall the City of Weed permit the licensing and operation of one or more medical Marijuana dispensaries?,30,Advisory,22,Land Use: Zoning,261,310,571,0.45709281961471104,M,2,Fail,0,201400360,261,310,571,0.45709281961471104,2,Fail,30,20
201400363,2014,57,2,YOLO,2014-11-04,Woodland,0,Measure,U,"Shall Ordinance No. 1561 adding article II of chapter 27 to the Woodland Municipal Code, related to Council elections, be adopted, establishing ""by-district"" elections whereby voters would elect Council members from among candidates who live in their respective district?",70,Ordinance,43,Governance: Organization,7304,3439,10743,0.6798845760029787,M,1,Pass,0,201400361,7304,3439,10743,0.6798845760029787,1,Pass,70,40
201400364,2014,30,2,ORANGE,2014-11-04,Yorba Linda,0,Measure,JJ,Shall the ordinance eliminating future City Council member pension and health care benefits be adopted?,70,Ordinance,42,Governance: Personnel/Labor Relations,16061,2714,18775,0.8554460719041278,M,1,Pass,0,201400362,16061,2714,18775,0.8554460719041278,1,Pass,70,40
201400365,2014,28,2,NAPA,2014-11-04,Yountville,0,Measure,Q,"In order to fully utilize TOT and sales tax generated for vital public services, street maintenance, police and fire emergency medical service programs, shall the appropriations limit set pursuant to Article 13B of the California Constitution be increased by the amount of $1,500,000 in additional funds each year for a four year period commencing with fiscal year 2014/15? By approving this appropriation limit, no new taxes are created nor will any existing tax be increased.",60,Gann Limit,110,Revenues,982,186,1168,0.8407534246575342,M,1,Pass,0,201400363,982,186,1168,0.8407534246575342,1,Pass,60,110
201400366,2014,47,2,SISKIYOU,2014-11-04,Yreka,0,Measure,I,"Shall the City of Weed adopt an Ordinance amending 3.24.040 of the Municipal Code to increase the rate of the City's Sales and Use Tax by 0.25% to fund the operation, maintenance, and improvement of a public library operated within the city limits of the City of Weed, to fund a portion of the costs of providing senior programs and services, and for general municipal purposes including police, fire protection and street maintenance and improvements?[",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,760,1197,1957,0.3883495145631068,T,2,FailT,0,201400364,760,1197,1957,0.3883495145631068,2,FailT,1,110
201400367,2014,58,2,YUBA,2014-11-04,Marysville,0,Measure,W,"Shall the City of Marysville enact a one-cent sales tax (Transactions and Use Tax) for general government purposes, such as: public safety, community infrastructure and debt service, with the following mandatory restrictions? [This sales tax will expire after ten years on March 31, 2025.][The citizens shall receive annually a published report of revenue and disbursements, following a public hearing.]",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,955,1030,1985,0.4811083123425693,M,2,Fail,0,201400365,955,1030,1985,0.4811083123425693,2,Fail,1,110
201400368,2014,58,2,YUBA,2014-11-04,Marysville,0,Measure,Y,"(ADVISORY) If Measure W is approved, should the proceeds fund fire and police protection, traffic safety, street and sidewalk repair, park maintenance and debt service?",30,Advisory,100,General Services,1446,429,1875,0.7712,M,1,Pass,0,201400366,1446,429,1875,0.7712,1,Pass,30,100
