MeasID,YEAR,CO,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,BALQUEST,RECTYPE,RECTYPENAME,RECTOPIC,RECTOPNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,Passfail_sum,typerec,topicrec
201600547,2016,1,3,ALAMEDA,2016-06-07,Albany City Unified,0,M,E,"To relieve Albanay Middle School overcrowding, construct classrooms, science labs, and flexible learning spaces that meet seismic safety and accessibility codes, replace old portables with modern classrooms, and acquire technology and equipment at all schools to support science, engineering, math, and the humanities; shall albany Unified School District issue $25 Million of bonds at legal rates, with independent oversight, no money for administrators' salaries, and all funds benefitting Albany schools?",11,GO Bond,10,Education,4618,1660,6278,0.735584581076776,F,1,PassF,0,201600537,4618,1660,6278,0.735584581076776,1,PassF,10,10
201600548,2016,1,3,ALAMEDA,2016-06-07,Castro Valley Unified,0,M,G,"To upgrade and repair aging classrooms at local schools; improve school safety and security; expand classroom space for 21st-century education; update science labs and learning technology; improve access for students with disabilities; and renovate, construct, and acquire classrooms, sites, equipment and facilities; shall Castro Valley Unified School District issue $123 million in bonds at legal rates, with independent citizen oversight, annual audits, and no money taken by the State or used for administrators’ salaries?",11,GO Bond,10,Education,9179,4095,13274,0.691502184722013,F,1,PassF,0,201600538,9179,4095,13274,0.691502184722013,1,PassF,10,10
201600549,2016,1,3,ALAMEDA,2016-06-07,Chabot-Las Positas Community College,0,M,A,"To upgrade aging classrooms and technology/science labs for career education to prepare students, veterans and workers for good jobs and university transfer, remove asbestos/retrofit buildings for earthquake safety, acquire, construct and repair sites/facilities/equipment, and improve campus safety/security, shall Chabot-Las Positas Community College District issue $950,000,000 in bonds at legal rates, no money for administrators’ salaries/pensions, independent financial audits, and all funds used locally?",11,GO Bond,10,Education,87133,47032,134165,0.6494465769761115,F,1,PassF,1,201600539,87340,47208,134548,0.649136367690341,1,PassF,10,10
201600566,2016,7,3,CONTRA COSTA,2016-06-07,Chabot-Las Positas Community College,0,M,A,"To upgrade aging classrooms and technology/science labs for career education to prepare students, veterans and workers for good jobs and university transfer, remove asbestos/retrofit buildings for earthquake safety, acquire, construct and repair sites/facilities/equipment, and improve campus safety/security, shall Chabot-Las Positas Community College District issue $950,000,000 in bonds at legal rates, no money for administrators’ salaries/pensions, independent financial audits, and all funds used locally?",11,GO Bond,10,Education,207,176,383,0.5404699738903395,F,2,FailF,1,201600539,87340,47208,134548,0.649136367690341,1,PassF,10,10
201600550,2016,1,3,ALAMEDA,2016-06-07,Dublin Unified,0,M,H,"To protect quality education with funding that cannot be taken by the State, construct schools to prevent overcrowding; update aging classrooms/science labs; continue providing 21st century technology; ensure classrooms meet fire/safety codes, and improve energy/operational efficiency, utilizing savings for instruction shall Dublin Unified School District issue $283 million in bonds at legal rates, with annual audits, citizens oversight, no money for administrators, and all funds staying in Dublin?",11,GO Bond,10,Education,6216,4111,10327,0.601917304154159,F,1,PassF,0,201600540,6216,4111,10327,0.601917304154159,1,PassF,10,10
201600551,2016,1,3,ALAMEDA,2016-06-07,Lammersville Joint Unified,0,M,L,"To ensure high-quality education for all students, with funding that cannot be taken by the State, shall Lammersville Joint Unified School District provide classrooms/facilities for science, technology, engineering and math to prepare students for college and careers; Mountain House High School's career technical educational facilities/library; and provide high-speed wireless networks to support instructional technology; by issuing $56,000,000 in bonds, at legal interest rates, with independent citizens' oversight, annual audits, no money for administrators, and all funds staying local?",11,GO Bond,10,Education,17,19,36,0.4722222222222222,F,2,FailF,1,201600541,1506,929,2435,0.6184804928131417,1,PassF,10,10
201600766,2016,39,3,SAN JOAQUIN,2016-06-07,Lammersville Joint Unified,0,M,L,"To ensure high-quality education for all students, with funding that cannot be taken by the State, shall Lammersville Joint Unified School District provide classrooms/facilities for science, technology, engineering and math to prepare students for college and careers; Mountain House High School’s career technical educational facilities/library; and provide high-speed wireless networks to support instructional technology; by issuing $56,000,000 in bonds, at legal interest rates, with independent citizens’ oversight, annual audits, no money for administrators, and all funds staying local?",11,GO Bond,10,Education,1489,910,2399,0.6206752813672364,F,1,PassF,1,201600541,1506,929,2435,0.6184804928131417,1,PassF,10,10
201600552,2016,1,3,ALAMEDA,2016-06-07,Livermore Valley Joint Unified,0,M,J,"To renovate aging Livermore Valley Joint Unified School District classrooms and school facilities with funding that the State can't take away; improve fire safety and security systems; repair deteriorating roofs, plumbing, restrooms and electrical systems; modernize outdated classrooms, science labs and instructional technology; upgrade, acquire, construct, equip classrooms/facilities and qualify for State matching funds, shall Livermore Valley Joint Unified School District issue $245 million in bonds, at legal rates, requiring independent audits and public reports, no money for administrators, and keeping all funds local?",11,GO Bond,10,Education,14510,7199,21709,0.6683863835275692,F,1,PassF,1,201600542,14566,7237,21803,0.668073200935651,1,PassF,10,10
201600568,2016,7,3,CONTRA COSTA,2016-06-07,Livermore Valley Joint Unified,0,M,J,"To renovate aging Livermore Valley Joint Unified School District classrooms and school facilities with funding that the State can't take away; improve fire safety and security systems; repair deteriorating roofs, plumbing, restrooms and electrical systems; modernize outdated classrooms, science labs and instructional technology; upgrade, acquire, construct, equip classrooms/facilities and qualify for State matching funds, shall Livermore Valley Joint Unified School District issue $245 million in bonds, at legal rates, requiring independent audits and public reports, no money for administrators, and keeping all funds local?",11,GO Bond,10,Education,56,38,94,0.5957446808510638,F,1,PassF,1,201600542,14566,7237,21803,0.668073200935651,1,PassF,10,10
201600553,2016,1,3,ALAMEDA,2016-11-08,Alameda Unified,0,M,B1,"To maintain high-quality Alameda schools by protecting small class sizes; core academic, art, music, science, innovative, and athletic programs; neighborhood schools; and retaining excellent teachers; shall Alameda Unified School District continue for seven years, without increase, its existing parcel tax rate of $0.32 per building square foot not to exceed $7,999 per parcel, with senior exemptions, strict accountability measures (annual audits and independent citizen oversight), and all approximately $12,000,000 raised annually staying in Alameda schools?",3,Property Tax,10,Education,27188,9431,36619,0.7424561020235397,T,1,PassT,0,201600543,27188,9431,36619,0.7424561020235397,1,PassT,1,10
201600554,2016,1,3,ALAMEDA,2016-11-08,Berkeley Unified,0,M,E1,"To support high quality public education and fund class size reduction, school libraries, teacher training, student support, music programs, instructional technology, and other designated purposes, shall the Berkeley Unified School District replace its expiring special tax with an annual tax at 37¢ / square foot for taxable buildings, for eight years, with annual cost-of-living adjustments and a low-income senior exemption? An oversight committee and independent auditors will monitor this fund.",3,Property Tax,10,Education,53105,6658,59763,0.8885932767766009,T,1,PassT,0,201600544,53105,6658,59763,0.8885932767766009,1,PassT,1,10
201600555,2016,1,3,ALAMEDA,2016-11-08,Oakland Unified,0,M,G1,"To provide a districtwide educator salary increase designed to attract/retain teachers; provide enhanced middle school art, music, languages/other programs in addition to core educational programs; improve academic achievement; provide safe, positive schools, and prepare students for college/careers; shall Oakland Unified School District levy a tax of $120 per parcel, providing $12.4 million annually, for 12 years, with exemptions for senior and low income residents, no money for Sacramento, and all money benefitting Oakland students?",3,Property Tax,10,Education,138889,30002,168891,0.8223587994623751,T,1,PassT,0,201600545,138889,30002,168891,0.8223587994623751,1,PassT,1,10
201600556,2016,1,3,ALAMEDA,2016-11-08,Piedmont Unified,0,M,H1,"To improve educational facilities and equipment to support advanced courses in math, science, engineering, arts and technology; repair and modernize aging science labs and classrooms at the high school and middle school; repair deteriorating roofs, plumbing, heating, ventilation and electrical systems; add kindergarten classrooms; and improve the likelihood of qualifying for state matching funds, shall Piedmont Unified School District issue 66 million dollars in bonds at legal interest rates, with independent citizen oversight and audits?",11,GO Bond,10,Education,5200,1903,7103,0.732085034492468,F,1,PassF,0,201600546,5200,1903,7103,0.732085034492468,1,PassF,10,10
201600557,2016,1,3,ALAMEDA,2016-11-08,Pleasanton Unified,0,M,I1,"To repair and upgrade aging classrooms and facilities at local schools; provide 21st -century learning technology and facilities; improve school safety and security; update science labs; improve energy and water efficiency; renovate, construct, and acquire classrooms, equipment and facilities; and construct a new elementary school, shall Pleasanton Unified School District issue $270,000,000 in bonds, at legal rates, with independent citizen oversight, annual audits, all funds used for local schools, and no money used for administrators’ salaries?",11,GO Bond,10,Education,23782,10633,34415,0.691035885515037,F,1,PassF,0,201600547,23782,10633,34415,0.691035885515037,1,PassF,10,10
201600558,2016,1,3,ALAMEDA,2016-11-08,San Leandro Unified,0,M,J1,"To repair leaky roofs, faulty plumbing and electrical systems; improve heating and ventilation; improve student safety by upgrading security lighting, emergency communications, fire alarms and sprinklers; upgrade classrooms, libraries and science labs; replace deteriorating portables; and provide facilities and equipment needed to support instruction in math, science, engineering, arts and technology; shall San Leandro Unified School District issue $104,000,000 in bonds at legal interest rates, with citizens’ oversight, annual audits and all money benefiting San Leandro children?",11,GO Bond,10,Education,19050,6419,25469,0.7479681181043621,F,1,PassF,0,201600548,19050,6419,25469,0.7479681181043621,1,PassF,10,10
201600559,2016,4,3,BUTTE,2016-11-08,Butte-Glenn Community College,0,M,J,"To upgrade classrooms to improve safety and prepare students/ veterans for university transfer/careers, such as nursing, welding, emergency response, by upgrading aging classrooms/ technology, removing asbestos/ unsafe gas lines, improving water conservation, electrical wiring, security, constructing science, welding, public safety, Veterans facilities, and repairing, acquiring, constructing property, facilities/ equipment, shall Butte-Glenn Community College District issue $190,000,000 in bonds at legal rates, requiring independent audits, citizen oversight, all funds spent locally?",11,GO Bond,10,Education,60693,29887,90580,0.6700485758445573,F,1,PassF,1,201600549,65553,33784,99337,0.6599051712856236,1,PassF,10,10
201600596,2016,11,3,GLENN,2016-11-08,Butte-Glenn Community College,0,M,J,"To upgrade classrooms to improve safety and prepare students/ veterans for university transfer/careers, such as nursing, welding, emergency response, by upgrading aging classrooms/ technology, removing asbestos/ unsafe gas lines, improving water conservation, electrical wiring, security, constructing science, welding, public safety, Veterans facilities, and repairing, acquiring, constructing property, facilities/ equipment, shall Butte-Glenn Community College District issue $190,000,000 in bonds at legal rates, requiring independent audits, citizen oversight, all funds spent locally?",11,GO Bond,10,Education,4860,3897,8757,0.5549845837615622,F,1,PassF,1,201600549,65553,33784,99337,0.6599051712856236,1,PassF,10,10
201600560,2016,4,3,BUTTE,2016-11-08,Chico Unified,0,M,K,"To improve the quality of local public education by preventing overcrowding at elementary schools and providing safe schools through repairing or replacing leaky roofs and outdated electrical and plumbing systems, upgrading, modernizing and constructing classrooms and science labs, improving student access to technology and improving access for students with disabilities shall Chico Unified School District issue $152,000,000 of bonds at legal rates, including independent citizens' oversight, audits, all funds staying local and NO money for administrative salaries?",11,GO Bond,10,Education,32700,13353,46053,0.7100514624454433,F,1,PassF,0,201600550,32700,13353,46053,0.7100514624454433,1,PassF,10,10
201600561,2016,4,3,BUTTE,2016-11-08,Yuba Community College,0,M,Q,"To continue repairing, renovating, constructing and equipping classrooms/facilities at the campuses of Yuba and Woodland Colleges including nursing, healthcare, science, technology, engineering, fire and police training classrooms, shall $33,565,000 of Yuba Community College District Bonds, previously approved by voters in November 2006, be reauthorized through issuance of new bonds with no increase in total authorized District debt, interest rates below the legal limit, independent citizen oversight, and all funds used locally and not taken by the State? ",11,GO Bond,10,Education,86,117,203,0.4236453201970443,F,2,FailT,1,201600551,56628,37863,94491,0.5992951709686637,1,PassF,10,10
201600564,2016,6,3,COLUSA,2016-11-08,Yuba Community College,0,M,Q,"To continue repairing, renovating, constructing and equipping classrooms/facilities at the campuses of Yuba and Woodland Colleges including nursing, healthcare, science, technology, engineering, fire and police training classrooms, shall $33,565,000 of Yuba Community College District Bonds, previously approved by voters in November 2006, be reauthorized through issuance of new bonds with no increase in total authorized District debt, interest rates below the legal limit, independent citizen oversight, and all funds used locally and not taken by the State? ",11,GO Bond,10,Education,3648,2587,6235,0.585084202085004,F,2,FailT,1,201600551,56628,37863,94491,0.5992951709686637,1,PassF,10,10
201600598,2016,11,3,GLENN,2016-11-08,Yuba Community College,0,M,Q,"To continue repairing, renovating, constructing and equipping classrooms/facilities at the campuses of Yuba and Woodland Colleges including nursing, healthcare, science, technology, engineering, fire and police training classrooms, shall $33,565,000 of Yuba Community College District Bonds, previously approved by voters in November 2006, be reauthorized through issuance of new bonds with no increase in total authorized District debt, interest rates below the legal limit, independent citizen oversight, and all funds used locally and not taken by the State? ",11,GO Bond,10,Education,85,108,193,0.44041450777202074,F,2,FailF,1,201600551,56628,37863,94491,0.5992951709686637,1,PassF,10,10
201600644,2016,17,3,LAKE,2016-11-08,Yuba Community College,0,M,Q,"To continue repairing, renovating, constructing and equipping classrooms/ facilities at the campuses of Yuba and Woodland Colleges including nursing, healthcare, science, technology, engineering, fire and police training classrooms, shall $33,565,000 of Yuba Community College District Bonds, previously approved by voters in November 2006, be reauthorized through issuance of new bonds with no increase in total authorized District debt, interest rates below the legal limit, independent citizen oversight, and all funds used locally and not taken by the State?",11,GO Bond,10,Education,6153,4076,10229,0.6015250757649819,F,1,PassF,1,201600551,56628,37863,94491,0.5992951709686637,1,PassF,10,10
201600725,2016,31,3,PLACER,2016-11-08,Yuba Community College,0,M,Q,"To continue repairing, renovating, constructing and equipping classrooms/facilities at the campuses of Yuba and Woodland Colleges including nursing, healthcare, science, technology, engineering, fire and police training classrooms, shall $33,565,000 of Yuba Community College District Bonds, previously approved by voters in November 2006, be reauthorized through issuance of new bonds with no increase in total authorized District debt, interest rates below the legal limit, independent citizen oversight, and all funds used locally and not taken by the State?",11,GO Bond,10,Education,17,27,44,0.38636363636363635,F,2,FailF,1,201600551,56628,37863,94491,0.5992951709686637,1,PassF,10,10
201600842,2016,51,3,SUTTER,2016-11-08,Yuba Community College,0,M,Q,"To continue repairing, renovating, constructing and equipping classrooms/facilities at the campuses of Yuba and Woodland Colleges including nursing, healthcare, science, technology, engineering, fire and police training classrooms, shall $33,565,000 of Yuba Community College District Bonds, previously approved by voters in November 2006, be reauthorized through issuance of new bonds with no increase in total authorized District debt, interest rates below the legal limit, independent citizen oversight, and all funds used locally and not taken by the State?",11,GO Bond,10,Education,18276,12794,31070,0.588220148052784,F,1,PassF,1,201600551,56628,37863,94491,0.5992951709686637,1,PassF,10,10
201600869,2016,57,3,YOLO,2016-11-08,Yuba Community College,0,M,Q,"To continue repairing, renovating, constructing and equipping classrooms/facilities at the campuses of Yuba and Woodland Colleges including nursing, healthcare, science, technology, engineering, fire and police training classrooms, shall $33,565,000 of Yuba Community College District Bonds, previously approved by voters in November 2006, be reauthorized through issuance of new bonds with no increase in total authorized District debt, interest rates below the legal limit, independent citizen oversight, and all funds used locally and not taken by the State?",11,GO Bond,10,Education,16057,8869,24926,0.6441867929070048,F,1,PassF,1,201600551,56628,37863,94491,0.5992951709686637,1,PassF,10,10
201600872,2016,58,3,YUBA,2016-11-08,Yuba Community College,0,M,Q,"To continue repairing, renovating, constructing and equipping classrooms/facilities at the campuses of Yuba and Woodland Colleges including nursing, healthcare, science, technology, engineering, fire and police training classrooms, shall $33,565,000 of Yuba Community College District Bonds, previously approved by voters in November 2006, be reauthorized through issuance of new bonds with no increase in total authorized District debt, interest rates below the legal limit, independent citizen oversight, and all funds used locally and not taken by the State?",11,GO Bond,10,Education,12306,9285,21591,0.5699597054328193,F,1,PassF,1,201600551,56628,37863,94491,0.5992951709686637,1,PassF,10,10
201600562,2016,6,3,COLUSA,2016-11-08,Pierce Joint Unified,0,M,B,"To improve the quality of education by modernizing, constructing and/or renovating classrooms, restrooms, and school facilities; replace outdated heating, ventilation and air-conditioning systems; make health, safety and handicapped accessibility improvements; and replace deteriorating plumbing and sewer systems; with funding that cannot be taken by the state; shall the Pierce Joint Unified School District issue $15,000,000 of bonds at legal interest rates, have an independent citizens' oversight committee and have NO money used for administrative or teacher salaries?",11,GO Bond,10,Education,1097,488,1585,0.6921135646687697,F,1,PassF,1,201600552,1383,655,2038,0.6786064769381747,1,PassF,10,10
201600867,2016,57,3,YOLO,2016-11-08,Pierce Joint Unified,0,M,B,"To improve the quality of education by modernizing, constructing and/or renovating classrooms, restrooms, and school facilities; replace outdated heating, ventilation and air-conditioning systems; make health, safety and handicapped accessibility improvements; and replace deteriorating plumbing and sewer systems; with funding that cannot be taken by the state; shall the Pierce Joint Unified School District issue $15,000,000 of bonds at legal interest rates, have an independent citizens' oversight committee and have NO money used for administrative or teacher salaries?",11,GO Bond,10,Education,286,167,453,0.6313465783664459,F,1,PassF,1,201600552,1383,655,2038,0.6786064769381747,1,PassF,10,10
201600563,2016,6,3,COLUSA,2016-11-08,Wiliams Unified,0,M,C,"To improve the quality of education with funding that cannot be taken by the state; modernize, renovate and/or construct classrooms, restrooms, libraries, and school facilities; make health, safety and handicapped accessibility improvements; replace temporary portables; and upgrade P.E. fields and facilities for school and community use; shall the Williams Unified School District issue $11,000,000 of bonds at legal interest rates, have an independent citizens’ oversight committee and have NO money used for administrative or teacher salaries?",11,GO Bond,10,Education,961,370,1331,0.7220135236664162,F,1,PassF,0,201600553,961,370,1331,0.7220135236664162,1,PassF,10,10
201600565,2016,7,3,CONTRA COSTA,2016-06-07,Brentwood Union Elementary,0,M,B,"To provide Brentwood students with 21st century classrooms, upgrade libraries and science labs, improve school safety and security, expand access to classroom technology for students and teachers, renovate and modernize older schools in the District, build a new elementary school, and replace, acquire, construct and renovate school facilities, shall the Brentwood Union School District issue $158,000,000 in bonds, at legal interest rates, with an independent citizens’ oversight committee and no funds spent on administrators salaries?",11,GO Bond,10,Education,7682,5717,13399,0.573326367639376,F,1,PassF,0,201600554,7682,5717,13399,0.573326367639376,1,PassF,10,10
201600567,2016,7,3,CONTRA COSTA,2016-06-07,Lafayette Elementary,0,M,C,"To upgrade aging neighborhood elementary and middle schools, avoid overcrowding, and modernize classrooms for today’s curriculum, including math, science, technology and arts, shall Lafayette School District repair or replace deteriorated roofs, plumbing, and electrical systems; update classrooms, labs and instructional technology; improve school safety/security: and acquire, construct, renovate, equip sites/facilities, by issuing $70,000,000 in bonds at legal rates, with independent citizen oversight, no administrators’ salaries, and all funds dedicated locally to Lafayette TK-8 schools?",11,GO Bond,10,Education,8371,2966,11337,0.7383787598130017,F,1,PassF,0,201600555,8371,2966,11337,0.7383787598130017,1,PassF,10,10
201600569,2016,7,3,CONTRA COSTA,2016-06-07,Walnut Creek Elementary,0,M,D,"To address critical renovation, modernization and safety needs at District schools, upgrade classrooms, libraries and computer networks to provide students with 21st Century classrooms, improve energy efficiency of classrooms and buildings, and replace, acquire, construct and renovate school facilities shall the Walnut Creek School District issue $60 million in bonds at legal interest rates with funds monitored by an Independent Citizens’ Oversight Committee and no funds spent on administrators?",11,GO Bond,10,Education,12912,4756,17668,0.7308127688476341,F,1,PassF,0,201600556,12912,4756,17668,0.7308127688476341,1,PassF,10,10
201600570,2016,7,3,CONTRA COSTA,2016-11-08,Pittsburg Unified,0,M,S,"To provide a stable, local funding source for art, music and athletic essential program equipment and materials, to attract and retain highly qualified teachers and staff, to enhance and expand access to art, music and athletic programs, shall Pittsburg Unified School District levy an annual tax of $91 per taxable parcel (approximately $1,200,000) for seven years, beginning 7/1/2017 with an annual inflation adjustment of $6, with citizen oversight and senior citizen, SSI and SSDI exemptions?",3,Property Tax,10,Education,11292,5321,16613,0.67970866189129,T,1,PassT,0,201600557,11292,5321,16613,0.67970866189129,1,PassT,1,10
201600571,2016,7,3,CONTRA COSTA,2016-11-08,West Contra Costa Unified,0,M,T,"To maintain quality education with local funding the State cannot take, including: protecting core academics, reading, writing, math, and science, attracting and retaining quality teachers, supporting science lab materials and activities, providing lower class sizes, preparing students for college and the workforce, shall West Contra Costa Unified School District extend the existing school funding measure for 8 years, at the current 7.2 cents per square foot of building area, providing $9.8 million annually, exempting seniors and requiring independent citizen oversight?",3,Property Tax,10,Education,64358,19956,84314,0.7633133287473017,T,1,PassT,0,201600558,64358,19956,84314,0.7633133287473017,1,PassT,1,10
201600572,2016,7,3,CONTRA COSTA,2016-11-08,John Swett Unified,0,M,P,"To construct a new Carquinez Middle School at existing site/property that is seismically safe and supports modern learning standards in science, math, reading and arts; increase student access to classroom technology; improve student security; implement site renovations; equip classrooms and facilities; shall John Swett Unified School District issue $40,200,000 in bonds at rates within legal limits, with citizens’ oversight, annual audits, no funds for administrators, and all funds spent to benefit Carquinez Middle School and students?",11,GO Bond,10,Education,3373,2056,5429,0.6212930558113833,F,1,PassF,0,201600559,3373,2056,5429,0.6212930558113833,1,PassF,10,10
201600573,2016,7,3,CONTRA COSTA,2016-11-08,John Swett Unified,0,M,Q,"To complete renovation, modernization, and safety upgrades at John Swett High School that update classrooms, science labs, and career technical education facilities; improve student safety/security; provide for college/career readiness; and renovate, construct, and equip classrooms, facilities, sites and ventilation; shall John Swett Unified School District issue $22,000,000 in bonds at rates within legal limits, with citizens’ oversight, annual audits, no funds for administrators, and all funds spent to benefit John Swett High school and students? ",11,GO Bond,10,Education,3570,1851,5421,0.6585500830105147,F,1,PassF,0,201600560,3570,1851,5421,0.6585500830105147,1,PassF,10,10
201600574,2016,7,3,CONTRA COSTA,2016-11-08,Liberty Union High,0,M,U,"To provide educational facilities and equipment to support advanced courses in math, science, engineering, arts and technology, modernize aging science labs, computer systems and career educational facilities, repair deteriorating roofs, plumbing, heating, ventilation and electrical systems, add classrooms and facilities including those relieving overcrowding, and to improve the likelihood of local high schools qualifying for state matching funds, shall Liberty Union High School District issue $122 million in bonds at legal interest rates, with independent citizen oversight and audits?",11,GO Bond,10,Education,26237,16745,42982,0.6104183146433391,F,1,PassF,0,201600561,26237,16745,42982,0.6104183146433391,1,PassF,10,10
201600575,2016,7,3,CONTRA COSTA,2016-11-08,Martinez Unified,0,M,R,"To modernize, construct and/or renovate classrooms, restrooms and school facilities at elementary schools; improve student access to modern technology; upgrade inadequate electrical systems; replace deteriorating plumbing systems; construct career/technical education classrooms, including science labs; and replace leaky roofs, shall the Martinez Unified School District issue $120,000,000 of bonds, at legal interest rates, with annual audits, an independent citizens’ oversight committee, NO money for teacher or administrator salaries and all funds locally-controlled?",11,GO Bond,10,Education,9287,4427,13714,0.6771911914831559,F,1,PassF,0,201600562,9287,4427,13714,0.6771911914831559,1,PassF,10,10
201600576,2016,7,3,CONTRA COSTA,2016-11-08,Moraga Elementary,0,M,V,"To improve the quality of education at Moraga schools with funding that cannot be taken away by the State; repair or replace leaky roofs; improve student access to modern technology; modernize, renovate and/or construct classrooms, restrooms and school facilities; upgrade inadequate electrical systems; and make health, seismic, safety and security improvements; shall Moraga Elementary School District issue $33,000,000 of bonds at legal interest rates, with citizens’ oversight, annual audits and NO money used for administrative salaries? ",11,GO Bond,10,Education,6252,2348,8600,0.7269767441860465,F,1,PassF,0,201600563,6252,2348,8600,0.7269767441860465,1,PassF,10,10
201600577,2016,7,3,CONTRA COSTA,2016-11-08,Oakley Union Elementary,0,M,W,"To improve local schools with funding that cannot be taken away by the State; add classrooms and school facilities to prevent overcrowding; provide classroom instructional technology; improve science, math/engineering classrooms; repair, construct, replace/update classrooms/educational facilities; and qualify for state matching funds, shall Oakley Union Elementary School District issue $31 million in bonds, at legal rates, with independent citizens’ oversight, no funds for administrator salaries and all funds staying local?",11,GO Bond,10,Education,7855,4275,12130,0.6475680131904369,F,1,PassF,0,201600564,7855,4275,12130,0.6475680131904369,1,PassF,10,10
201600578,2016,9,3,EL DORADO,2016-06-07,Camino Union Elementary,0,M,H,"To meet critical health and safety needs at Camino schools, replace old restrooms, failing water and sewer lines and aged infrastructure, reconstruct the parking lot, improve student support facilities and make basic repairs including replacing windows and fixing outdated electrical infrastructure, shall Camino Union School District issue $4,000,000 of bonds at legal interest rates, with an Oversight Committee and annual audits ensuring funds are ONLY spent improving LOCAL school facilities and NOT for salaries or any other purpose?",11,GO Bond,10,Education,1404,565,1969,0.713052310817674,F,1,PassF,0,201600565,1404,565,1969,0.713052310817674,1,PassF,10,10
201600579,2016,9,3,EL DORADO,2016-06-07,Mother Lode Union Elementary,0,M,C,"To improve student safety, campus security, access for students with disabilities, and pick up and drop off zones to reduce traffic congestion; replace, repair and update aging classrooms and school facilities, including repairing deteriorating roofs, plumbing and electrical systems; remove asbestos and lead paint; and improve instructional technology and educational opportunities for students, shall the Mother Lode Union School District issue $7,500,000 in bonds at legal rates, with independent oversight, no money for administrators, and all funds used locally?",11,GO Bond,10,Education,3250,2344,5594,0.5809796210225241,F,1,PassF,0,201600566,3250,2344,5594,0.5809796210225241,1,PassF,10,10
201600580,2016,10,3,FRESNO,2016-04-12,Raisin City Elementary,0,R,1,Shall NANCY SCHWABENLAND be recalled (removed) from the office of Governing Board Member of Raisin City Elementary School District?,50,Recall,13,Education: Recall,152,88,240,0.6333333333333333,M,1,Pass,0,201600567,152,88,240,0.6333333333333333,1,Pass,50,10
201600581,2016,10,3,FRESNO,2016-04-12,Raisin City Elementary,0,R,2,Shall FEDERICO GARCIA be recalled (removed) from the office of Governing Board Member of Raisin City Elementary School District?,50,Recall,13,Education: Recall,158,78,236,0.6694915254237288,M,1,Pass,0,201600568,158,78,236,0.6694915254237288,1,Pass,50,10
201600582,2016,10,3,FRESNO,2016-04-12,Raisin City Elementary,0,R,3,Shall ANTHONY MONREAL be recalled (removed) from the office of Governing Board Member of Raisin City Elementary School District?,50,Recall,13,Education: Recall,158,78,236,0.6694915254237288,M,1,Pass,0,201600569,158,78,236,0.6694915254237288,1,Pass,50,10
201600583,2016,10,3,FRESNO,2016-04-12,Raisin City Elementary,0,R,4,Shall EVANGELINA URIAS be recalled (removed) from the office of Governing Board Member of Raisin City Elementary School District?,50,Recall,13,Education: Recall,106,133,239,0.4435146443514644,M,2,Fail,0,201600570,106,133,239,0.4435146443514644,2,Fail,50,10
201600584,2016,10,3,FRESNO,2016-06-07,Cutler-Orosi Joint Unified,0,M,E,"To improve the quality of education with funding that cannot be taken by the State; renovate/construct science labs and career technical education classrooms; modernize classrooms, restrooms and school facilities; upgrade P.E. fields and facilities for school and community use; improve student access to computers and modern technology; shall the Cutler-Orosi Joint Unified School District issue $16,000,000 of bonds at legal interest rates, annual audits, have an independent citizens’ oversight committee and NO money for teacher or administrative salaries?",11,GO Bond,10,Education,45,79,124,0.3629032258064516,F,2,FailF,1,201600571,939,423,1362,0.6894273127753304,1,PassF,10,10
201600850,2016,54,3,TULARE,2016-06-07,Cutler-Orosi Joint Unified,0,M,E,"To improve the quality of education with funding that cannot be taken by the State; renovate/construct science labs and career technical education classrooms; modernize classrooms, restrooms and school facilities; upgrade P.E. fields and facilities for school and community use; improve student access to computers and modern technology; shall the Cutler-Orosi Joint Unified School District issue $16,000,000 of bonds at legal interest rates, annual audits, have an independent citizens’ oversight committee and NO money for teacher or administrative salaries?",11,GO Bond,10,Education,894,344,1238,0.7221324717285945,F,1,PassF,1,201600571,939,423,1362,0.6894273127753304,1,PassF,10,10
201600585,2016,10,3,FRESNO,2016-06-07,Kingsburg Elementary Charter,0,M,A,"To improve the quality of education without increasing the current tax rate; modernize classrooms, restrooms and school facilities; improve student access to computers and modern technology; make health, safety and security improvements; and upgrade P.E. fields and facilities for school and community use; shall the Kingsburg Elementary Charter School District issue $10,000,000 of bonds at legal interest rates, annual audits, have an independent citizens’ oversight committee and NO money for teacher or administrative salaries or taken by the State?",11,GO Bond,10,Education,2039,960,2999,0.679893297765922,F,1,PassF,1,201600572,2216,1143,3359,0.6597201548079785,1,PassF,10,10
201600632,2016,16,3,KINGS,2016-06-07,Kingsburg Elementary Charter,0,M,A,"To improve the quality of education without increasing the current tax rate; modernize classrooms, restrooms and school facilities; improve student access to computers and modern technology; make health, safety and security improvements; and upgrade P.E. fields and facilities for school and community use; shall the Kingsburg Elementary Charter School District issue $10,000,000 of bonds at legal interest rates, annual audits, have an independent citizens' oversight committee and NO money for teacher or administrative salaries or taken by the State?",11,GO Bond,10,Education,95,105,200,0.475,F,2,FailF,1,201600572,2216,1143,3359,0.6597201548079785,1,PassF,10,10
