RecordID,RACEID,CO#,JUR,CNTYNAME,YEAR,DATE,PLACE,CSD,OFFICE,RECODE_OFFICE,RECODE_OFFNAME,AREA,TERM,VOTE#,LAST,First,BALDESIG,INC,NUM_INC,CAND#,VOTES,WRITEIN,VOTES_sum,TOTVOTES,PERCENT,ELECTED,RVOTES,RUNOFF,CHECKRUNOFF,Multi_RaceID,Multi_CandID,Multi_CO,Indivtotal_votes,Multitotal_votes,Total_writein,Newtotvotes,Rindivto,Newelected
201803982,1431,57,2,YOLO,2018,2018-11-06,Woodland,0,CITY COUNCIL,2,CITY COUNCIL,2,Full,1,Harris,Bobby,Community Advocate,N,2,3,418,0,2955,2955,0.14145516074450085,2,3.0,0,0,201801428,201803981,0,418,2955,0,2955,3.0,2
201803983,1429,57,2,YOLO,2018,2018-11-06,West Sacramento,0,MAYOR,6,OTHER CITY,1,Full,1,Cabaldon,Christopher,Mayor of West Sacramento,Y,1,3,8471,0,15733,15733,0.5384224242039026,1,1.0,0,0,201801426,201803982,0,8471,15733,0,15733,1.0,1
201803984,1429,57,2,YOLO,2018,2018-11-06,West Sacramento,0,MAYOR,6,OTHER CITY,1,Full,1,Deanda,Joe,Communications Manager/Father,N,2,3,6137,0,15733,15733,0.3900718235555838,2,2.0,0,0,201801426,201803983,0,6137,15733,0,15733,2.0,2
201803985,1429,57,2,YOLO,2018,2018-11-06,West Sacramento,0,MAYOR,6,OTHER CITY,1,Full,1,Moskalets,Esther,Retired Forensics Examiner,N,2,3,1125,0,15733,15733,0.07150575224051357,2,3.0,0,0,201801426,201803984,0,1125,15733,0,15733,3.0,2
201803986,1432,58,2,YUBA,2018,2018-11-06,Marysville,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Buttacavoli,Bruce A.,Business Owner,N,2,3,1756,21,3837,3858,0.45515811301192327,1,1.0,0,0,201801429,201803985,0,1756,3837,21,3858,1.0,1
201803987,1432,58,2,YUBA,2018,2018-11-06,Marysville,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Hudson,Brad,Business Owner,N,2,3,1207,21,3837,3858,0.3128564022809746,1,2.0,0,0,201801429,201803986,0,1207,3837,21,3858,2.0,1
201803988,1432,58,2,YUBA,2018,2018-11-06,Marysville,0,CITY COUNCIL,2,CITY COUNCIL,,Full,2,Pedigo,Christopher,Incumbent,Y,1,3,874,21,3837,3858,0.22654224987039917,2,3.0,0,0,201801429,201803987,0,874,3837,21,3858,3.0,2
201803989,1433,1,3,ALAMEDA,2018,2018-06-05,Alameda County Office of Education,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,1,Full,1,Rivera,Joaquin J.,"Trustee, Alameda County Board of Education, Area 1",Y,1,2,45164,338,50999,51337,0.8797553421508854,1,1.0,0,0,201801430,201803988,0,45164,50999,338,51337,1.0,1
201803990,1433,1,3,ALAMEDA,2018,2018-06-05,Alameda County Office of Education,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,1,Full,1,Sikder,Abdur Rahman,Scientist/Entrepreneur,N,2,2,5835,338,50999,51337,0.11366071254650642,2,2.0,0,0,201801430,201803989,0,5835,50999,338,51337,2.0,2
201803991,1434,1,3,ALAMEDA,2018,2018-11-06,Alameda Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Bonta,Mia,Educator/Nonprofit Executive,N,2,4,17237,211,48094,48305,0.3568367663802919,1,1.0,0,0,201801431,201803990,0,17237,48094,211,48305,1.0,1
201803992,1434,1,3,ALAMEDA,2018,2018-11-06,Alameda Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Jordan,Kevin,Science Educator,N,2,4,8856,211,48094,48305,0.18333505848255874,2,4.0,0,0,201801431,201803991,0,8856,48094,211,48305,4.0,2
201803993,1434,1,3,ALAMEDA,2018,2018-11-06,Alameda Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Lym,Gary,Alameda Unified School District Governing Board Member,Y,1,4,12674,211,48094,48305,0.26237449539385155,1,2.0,0,0,201801431,201803992,0,12674,48094,211,48305,2.0,1
201803994,1434,1,3,ALAMEDA,2018,2018-11-06,Alameda Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Mckereghan,Anne,Appointed Incumbent,Y,1,4,9327,211,48094,48305,0.19308560190456475,2,3.0,0,0,201801431,201803993,0,9327,48094,211,48305,3.0,2
201803995,1435,1,3,ALAMEDA,2018,2018-11-06,Albany City Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Blanchard,Charles,Incumbent,Y,1,5,2940,45,17967,18012,0.1632245169886742,2,4.0,0,0,201801432,201803994,0,2940,17967,45,18012,4.0,2
201803996,1435,1,3,ALAMEDA,2018,2018-11-06,Albany City Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Doss,Brian L.,Web Developer,N,2,5,3092,45,17967,18012,0.17166333555407506,1,3.0,0,0,201801432,201803995,0,3092,17967,45,18012,3.0,1
201803997,1435,1,3,ALAMEDA,2018,2018-11-06,Albany City Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Durón,Clementina,Retired Teacher/Principal,N,2,5,4575,45,17967,18012,0.2539973351099267,1,2.0,0,0,201801432,201803996,0,4575,17967,45,18012,2.0,1
201803998,1435,1,3,ALAMEDA,2018,2018-11-06,Albany City Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Hinkley,Sara,College Teacher/Administrator,N,2,5,4922,45,17967,18012,0.2732622695980457,1,1.0,0,0,201801432,201803997,0,4922,17967,45,18012,1.0,1
201803999,1435,1,3,ALAMEDA,2018,2018-11-06,Albany City Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Stapleton-Gray,Ross,Incumbent,Y,1,5,2438,45,17967,18012,0.13535420830557407,2,5.0,0,0,201801432,201803998,0,2438,17967,45,18012,5.0,2
201804000,1436,1,3,ALAMEDA,2018,2018-11-06,Berkeley Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Alper,Ty,School Board Director,Y,1,6,35856,210,116014,116224,0.3085077092511013,1,1.0,0,0,201801433,201803999,0,35856,116014,210,116224,1.0,1
201804001,1436,1,3,ALAMEDA,2018,2018-11-06,Berkeley Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Brown,Ka'dijah,Public School Teacher,N,2,6,35763,210,116014,116224,0.3077075302863436,1,2.0,0,0,201801433,201804000,0,35763,116014,210,116224,2.0,1
201804002,1436,1,3,ALAMEDA,2018,2018-11-06,Berkeley Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Harrison,Norma J. F.,Community Volunteer,N,2,6,4607,210,116014,116224,0.03963897301762115,2,5.0,0,0,201801433,201804001,0,4607,116014,210,116224,5.0,2
201804003,1436,1,3,ALAMEDA,2018,2018-11-06,Berkeley Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Howard,Dru,Instructional Technician,N,2,6,5714,210,116014,116224,0.04916368392070485,2,4.0,0,0,201801433,201804002,0,5714,116014,210,116224,4.0,2
201804004,1436,1,3,ALAMEDA,2018,2018-11-06,Berkeley Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Sikder,Abdur,Entrepreneur/Professor,N,2,6,4019,210,116014,116224,0.03457977698237885,2,6.0,0,0,201801433,201804003,0,4019,116014,210,116224,6.0,2
201804005,1436,1,3,ALAMEDA,2018,2018-11-06,Berkeley Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Sinai,Julie,Non-Profit Executive,N,2,6,30055,210,116014,116224,0.25859547081497797,1,3.0,0,0,201801433,201804004,0,30055,116014,210,116224,3.0,1
201804006,1437,1,3,ALAMEDA,2018,2018-11-06,Chabot-Las Positas Community College,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,2,Full,1,Granger,Linda,Educator,N,2,2,16838,326,21649,21975,0.7662343572241184,1,1.0,0,0,201801434,201804005,0,16838,21649,326,21975,1.0,1
201804007,1437,1,3,ALAMEDA,2018,2018-11-06,Chabot-Las Positas Community College,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,2,Full,1,Udemezue,Chike,Senior Examiner/Author,N,2,2,4811,326,21649,21975,0.2189306029579067,2,2.0,0,0,201801434,201804006,0,4811,21649,326,21975,2.0,2
201804008,1438,1,3,ALAMEDA,2018,2018-11-06,Chabot-Las Positas Community College,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,3,Full,1,Mann,Harpal Singh,Planning Commissioner/Engineer,N,2,2,5778,225,19273,19498,0.2963380859575341,2,2.0,0,0,201801435,201804007,0,5778,19273,225,19498,2.0,2
201804009,1438,1,3,ALAMEDA,2018,2018-11-06,Chabot-Las Positas Community College,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,3,Full,1,Randolph,Genevieve,"Appointed Board of Trustee, Chabot-Las Positas Community College District, Area 3",Y,1,2,13495,225,19273,19498,0.6921222689506616,1,1.0,0,0,201801435,201804008,0,13495,19273,225,19498,1.0,1
201804010,1439,1,3,ALAMEDA,2018,2018-11-06,Dublin Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,2,Full,1,Herrera,Erin,Parent,N,2,2,831,24,3426,3450,0.2408695652173913,2,2.0,0,0,201801436,201804009,0,831,3426,24,3450,2.0,2
201804011,1439,1,3,ALAMEDA,2018,2018-11-06,Dublin Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,2,Full,1,Rouse,Megan,"Trustee, Dublin Unified School District",Y,1,2,2595,24,3426,3450,0.7521739130434782,1,1.0,0,0,201801436,201804010,0,2595,3426,24,3450,1.0,1
201804012,1440,1,3,ALAMEDA,2018,2018-11-06,Dublin Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,5,Full,1,Cherrier,Dan,Incumbent,Y,1,2,2091,21,3121,3142,0.6654996817313813,1,1.0,0,0,201801437,201804011,0,2091,3121,21,3142,1.0,1
201804013,1440,1,3,ALAMEDA,2018,2018-11-06,Dublin Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,5,Full,1,Piegaro,Dominick,Retail Manager,N,2,2,1030,21,3121,3142,0.32781667727562064,2,2.0,0,0,201801437,201804012,0,1030,3121,21,3142,2.0,2
201804014,1441,1,3,ALAMEDA,2018,2018-11-06,Emery Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Brown,Katy,Parent/Tax Accountant,N,2,5,1391,20,8338,8358,0.16642737497008853,2,4.0,0,0,201801438,201804013,0,1391,8338,20,8358,4.0,2
201804015,1441,1,3,ALAMEDA,2018,2018-11-06,Emery Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Bukowski,Ken,Retired Businessman,N,2,5,447,20,8338,8358,0.05348169418521177,2,5.0,0,0,201801438,201804014,0,447,8338,20,8358,5.0,2
201804016,1441,1,3,ALAMEDA,2018,2018-11-06,Emery Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Collins,Brynnda,"Emery Unified School District, Appointed Governing Board Member",Y,1,5,2491,20,8338,8358,0.29803780808805935,1,1.0,0,0,201801438,201804015,0,2491,8338,20,8358,1.0,1
201804017,1441,1,3,ALAMEDA,2018,2018-11-06,Emery Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Donaldson,Susan,Mother/Business Owner,N,2,5,1583,20,8338,8358,0.1893993778415889,1,3.0,0,0,201801438,201804016,0,1583,8338,20,8358,3.0,1
201804018,1441,1,3,ALAMEDA,2018,2018-11-06,Emery Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Nguyen,Sarah,Teacher/Mother,N,2,5,2426,20,8338,8358,0.29026082794927016,1,2.0,0,0,201801438,201804017,0,2426,8338,20,8358,2.0,1
201804019,1442,1,3,ALAMEDA,2018,2018-11-06,Fremont Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Howell,Norman,Educator,N,2,7,9083,271,94020,94291,0.09632944819760104,2,5.0,0,0,201801439,201804018,0,9083,94020,271,94291,5.0,2
201804020,1442,1,3,ALAMEDA,2018,2018-11-06,Fremont Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Jones,Dianne,Teacher/Parent,N,2,7,26588,271,94020,94291,0.28197813152899004,1,1.0,0,0,201801439,201804019,0,26588,94020,271,94291,1.0,1
201804021,1442,1,3,ALAMEDA,2018,2018-11-06,Fremont Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Khan,Fahria,Program Manager/Parent,N,2,7,16305,271,94020,94291,0.17292212406274193,2,3.0,0,0,201801439,201804020,0,16305,94020,271,94291,3.0,2
201804022,1442,1,3,ALAMEDA,2018,2018-11-06,Fremont Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Li,Hua,Parent/Technology Manager,N,2,7,6742,271,94020,94291,0.07150205215768207,2,6.0,0,0,201801439,201804021,0,6742,94020,271,94291,6.0,2
201804023,1442,1,3,ALAMEDA,2018,2018-11-06,Fremont Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Ng,Hiu,Retired Technology Executive,N,2,7,11510,271,94020,94291,0.12206891431843972,2,4.0,0,0,201801439,201804022,0,11510,94020,271,94291,4.0,2
201804024,1442,1,3,ALAMEDA,2018,2018-11-06,Fremont Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Sweeney,Larry,"Trustee, Fremont Unified School District",Y,1,7,19190,271,94020,94291,0.20351889363778092,1,2.0,0,0,201801439,201804023,0,19190,94020,271,94291,2.0,1
201804025,1442,1,3,ALAMEDA,2018,2018-11-06,Fremont Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Wong,Sylvia,Finance Manager/Realtor,N,2,7,4602,271,94020,94291,0.04880635479526148,2,7.0,0,0,201801439,201804024,0,4602,94020,271,94291,7.0,2
201804026,1443,1,3,ALAMEDA,2018,2018-11-06,Hayward Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Brunner,Lisa G.,Incumbent,Y,1,6,10631,355,65799,66154,0.1607007890679324,2,3.0,0,0,201801440,201804025,0,10631,65799,355,66154,3.0,2
201804027,1443,1,3,ALAMEDA,2018,2018-11-06,Hayward Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Davis,Todd E.,County Consumer Mediator,N,2,6,9109,355,65799,66154,0.137693865828219,2,4.0,0,0,201801440,201804026,0,9109,65799,355,66154,4.0,2
201804028,1443,1,3,ALAMEDA,2018,2018-11-06,Hayward Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Harvey,Nicholas,Scientist/Entrepreneur/Consultant,N,2,6,5172,355,65799,66154,0.07818121353206155,2,6.0,0,0,201801440,201804027,0,5172,65799,355,66154,6.0,2
201804029,1443,1,3,ALAMEDA,2018,2018-11-06,Hayward Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Mcgee,William L.,Incumbent,Y,1,6,8693,355,65799,66154,0.13140550835928289,2,5.0,0,0,201801440,201804028,0,8693,65799,355,66154,5.0,2
201804030,1443,1,3,ALAMEDA,2018,2018-11-06,Hayward Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Oquenda,April,College Teacher,N,2,6,17012,355,65799,66154,0.25715754149408954,1,1.0,0,0,201801440,201804029,0,17012,65799,355,66154,1.0,1
201804031,1443,1,3,ALAMEDA,2018,2018-11-06,Hayward Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Rawdon,Ken,Teacher,N,2,6,15182,355,65799,66154,0.22949481512833692,1,2.0,0,0,201801440,201804030,0,15182,65799,355,66154,2.0,1
201804032,1444,1,3,ALAMEDA,2018,2018-11-06,Livermore Valley Joint Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Bothwell,Chung,Contract Specialist,N,2,6,6184,185,72607,72792,0.0849543905923728,2,6.0,0,0,201801441,201804031,1,6214,145600,185,145785,6.0,2
201804172,1488,7,3,CONTRA COSTA,2018,2018-11-06,Livermore Valley Joint Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Bothwell,Chung,Contract Specialist,N,2,6,30,0,193,193,0.15544041450777202,2,4.0,0,0,201801441,201804031,1,6214,145600,185,145785,6.0,2
201804033,1444,1,3,ALAMEDA,2018,2018-11-06,Livermore Valley Joint Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Bueno,Craig,"Trustee, Livermore Valley Joint Unified School District",Y,1,6,16582,185,72607,72792,0.22779975821518847,1,1.0,0,0,201801441,201804032,1,16620,145600,185,145785,1.0,1
201804173,1488,7,3,CONTRA COSTA,2018,2018-11-06,Livermore Valley Joint Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Bueno,Craig,"Trustee, Livermore Valley Joint Unified School District",Y,1,6,38,0,193,193,0.19689119170984457,1,2.0,0,0,201801441,201804032,1,16620,145600,185,145785,1.0,1
201804034,1444,1,3,ALAMEDA,2018,2018-11-06,Livermore Valley Joint Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Prusso,Emily,Parent,N,2,6,13447,185,72607,72792,0.18473183866358941,1,3.0,0,0,201801441,201804033,1,13475,145600,185,145785,3.0,1
201804174,1488,7,3,CONTRA COSTA,2018,2018-11-06,Livermore Valley Joint Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Prusso,Emily,Parent,N,2,6,28,0,193,193,0.14507772020725387,2,5.0,0,0,201801441,201804033,1,13475,145600,185,145785,3.0,1
201804035,1444,1,3,ALAMEDA,2018,2018-11-06,Livermore Valley Joint Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Runyon,Kate,Stock Analyst,Y,1,6,10549,185,72607,72792,0.14491977140345094,2,5.0,0,0,201801441,201804034,1,10574,145600,185,145785,5.0,2
201804175,1488,7,3,CONTRA COSTA,2018,2018-11-06,Livermore Valley Joint Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Runyon,Kate,Stock Analyst,Y,1,6,25,0,193,193,0.12953367875647667,2,6.0,0,0,201801441,201804034,1,10574,145600,185,145785,5.0,2
201804036,1444,1,3,ALAMEDA,2018,2018-11-06,Livermore Valley Joint Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Vonheeder,Dave,Parent/Manager,N,2,6,11665,185,72607,72792,0.1602511264974173,2,4.0,0,0,201801441,201804035,1,11697,145600,185,145785,4.0,2
201804176,1488,7,3,CONTRA COSTA,2018,2018-11-06,Livermore Valley Joint Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Vonheeder,Dave,Parent/Manager,N,2,6,32,0,193,193,0.16580310880829016,1,3.0,0,0,201801441,201804035,1,11697,145600,185,145785,4.0,2
201804037,1444,1,3,ALAMEDA,2018,2018-11-06,Livermore Valley Joint Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,White,Anne E.,Incumbent,Y,1,6,14180,185,72607,72792,0.19480162655236838,1,2.0,0,0,201801441,201804036,1,14220,145600,185,145785,2.0,1
201804177,1488,7,3,CONTRA COSTA,2018,2018-11-06,Livermore Valley Joint Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,White,Anne E.,Incumbent,Y,1,6,40,0,193,193,0.20725388601036268,1,1.0,0,0,201801441,201804036,1,14220,145600,185,145785,2.0,1
201804038,1445,1,3,ALAMEDA,2018,2018-11-06,New Haven Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Canlas,Linda,New Haven Unified School District Governing Board Member,Y,1,4,12152,168,31805,31973,0.38007068464016514,1,1.0,0,0,201801442,201804037,0,12152,31805,168,31973,1.0,1
201804039,1445,1,3,ALAMEDA,2018,2018-11-06,New Haven Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Cheema,Sarabjit Kaur,"Board Member, New Haven Unified School District",Y,1,4,10061,168,31805,31973,0.31467175429268446,1,2.0,0,0,201801442,201804038,0,10061,31805,168,31973,2.0,1
201804040,1445,1,3,ALAMEDA,2018,2018-11-06,New Haven Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Parnala,Michelle,Deputy Probation Officer,N,2,4,3332,168,31805,31973,0.10421292965940011,2,4.0,0,0,201801442,201804039,0,3332,31805,168,31973,4.0,2
201804041,1445,1,3,ALAMEDA,2018,2018-11-06,New Haven Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Rodriguez,Lisa,Parent/Procurement Supervisor,N,2,4,6260,168,31805,31973,0.19579019797954525,2,3.0,0,0,201801442,201804040,0,6260,31805,168,31973,3.0,2
201804042,1446,1,3,ALAMEDA,2018,2018-11-06,Newark Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Brazil,Ron,Elementary School Teacher,N,2,5,2935,95,17749,17844,0.16448105805873123,2,4.0,0,0,201801443,201804041,0,2935,17749,95,17844,4.0,2
201804043,1446,1,3,ALAMEDA,2018,2018-11-06,Newark Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Clinton,Christine,Parent,N,2,5,2988,95,17749,17844,0.16745124411566914,2,3.0,0,0,201801443,201804042,0,2988,17749,95,17844,3.0,2
201804044,1446,1,3,ALAMEDA,2018,2018-11-06,Newark Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Huynh,Tom,High School Principal,Y,1,5,2806,95,17749,17844,0.1572517372786371,2,5.0,0,0,201801443,201804043,0,2806,17749,95,17844,5.0,2
201804045,1446,1,3,ALAMEDA,2018,2018-11-06,Newark Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Martinez,Elisa,Process Improvement Director,N,2,5,3969,95,17749,17844,0.22242770679219906,1,2.0,0,0,201801443,201804044,0,3969,17749,95,17844,2.0,1
201804046,1446,1,3,ALAMEDA,2018,2018-11-06,Newark Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Thomas,Nancy,Newark Unified School District Governing Board Member,Y,1,5,5051,95,17749,17844,0.2830643353508182,1,1.0,0,0,201801443,201804045,0,5051,17749,95,17844,1.0,1
201804047,1447,1,3,ALAMEDA,2018,2018-11-06,Oakland Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,2,Full,1,Eng,Aimee,District 2 Oakland Unified School District Director,Y,1,1,16402,405,16402,16807,0.9759028976021895,1,1.0,0,0,201801444,201804046,0,16402,16402,405,16807,1.0,1
201804048,1448,1,3,ALAMEDA,2018,2018-11-06,Oakland Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,4,Full,1,Doutherd,Clarissa,Parent/Non-Profit Executive,N,2,2,10038,105,24515,24620,0.4077173030056864,2,2.0,0,0,201801445,201804047,0,10038,24515,105,24620,2.0,2
201804049,1448,1,3,ALAMEDA,2018,2018-11-06,Oakland Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,4,Full,1,Yee,Gary D.,Oakland Educator,N,2,2,14477,105,24515,24620,0.5880178716490658,1,1.0,0,0,201801445,201804048,0,14477,24515,105,24620,1.0,1
201804050,1449,1,3,ALAMEDA,2018,2018-11-06,Oakland Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,6,Full,1,Gonzales,Shanthi,Incumbent,Y,1,1,13565,709,13565,14274,0.9503292700014011,1,1.0,0,0,201801446,201804049,0,13565,13565,709,14274,1.0,1
201804051,1450,1,3,ALAMEDA,2018,2018-11-06,Ohlone Community College,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,1,Full,2,Graham,Stacy,Business Owner/Parent,N,2,3,5802,182,25988,26170,0.22170424149789836,2,3.0,0,0,201801447,201804050,0,5802,25988,182,26170,3.0,2
201804052,1450,1,3,ALAMEDA,2018,2018-11-06,Ohlone Community College,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,1,Full,2,Larsen,Vivien Angélica,"Trustee, Ohlone Community College District, Area 1",Y,1,3,11270,182,25988,26170,0.43064577760794803,1,1.0,0,0,201801447,201804051,0,11270,25988,182,26170,1.0,1
201804053,1450,1,3,ALAMEDA,2018,2018-11-06,Ohlone Community College,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,1,Full,2,Watters,Richard,"Trustee, Ohlone Community College District",Y,1,3,8916,182,25988,26170,0.3406954528085594,1,2.0,0,0,201801447,201804052,0,8916,25988,182,26170,2.0,1
201804054,1451,1,3,ALAMEDA,2018,2018-11-06,Ohlone Community College,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,2,Full,2,Bandy,Tommy,Human Resources Representative,N,2,4,10400,392,72368,72760,0.14293567894447498,2,4.0,0,0,201801448,201804053,0,10400,72368,392,72760,4.0,2
201804055,1451,1,3,ALAMEDA,2018,2018-11-06,Ohlone Community College,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,2,Full,2,Chan,"Suzanne ""Sue"" Lee",Educator/Community Advocate,N,2,4,30494,392,72368,72760,0.4191039032435404,1,1.0,0,0,201801448,201804054,0,30494,72368,392,72760,1.0,1
201804056,1451,1,3,ALAMEDA,2018,2018-11-06,Ohlone Community College,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,2,Full,2,Giovannini-Hill,Jan,Businessman/Fraud Manager,N,2,4,19933,392,72368,72760,0.2739554700384827,1,2.0,0,0,201801448,201804055,0,19933,72368,392,72760,2.0,1
201804057,1451,1,3,ALAMEDA,2018,2018-11-06,Ohlone Community College,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,2,Full,2,Jhamat,"Lovedeep ""Love""",Incumbent,Y,1,4,11541,392,72368,72760,0.15861737218251787,2,3.0,0,0,201801448,201804056,0,11541,72368,392,72760,3.0,2
201804058,1452,1,3,ALAMEDA,2018,2018-11-06,Ohlone Community College,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,2,Short,1,Dhami,"Tejinder ""T.J.""",Physical Access Analyst,N,2,4,7167,311,41268,41579,0.17237066788523053,2,3.0,0,0,201801449,201804057,0,7167,41268,311,41579,3.0,2
201804059,1452,1,3,ALAMEDA,2018,2018-11-06,Ohlone Community College,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,2,Short,1,Froomin,Marty,Software Release Engineer,N,2,4,4793,311,41268,41579,0.11527453762716756,2,4.0,0,0,201801449,201804058,0,4793,41268,311,41579,4.0,2
