RecordID,RaceID,CO,JUR,CNTYNAME,YEAR,DATE,PLACE,CSD,OFFICE,RECODE_OFFICE,RECODE_OFFNAME,AREA,TERM,VOTE#,LAST,FIRST,BALDESIG,INC,NUM_INC,CAND#,VOTES,WRITEIN,SUMVOTES,TOTVOTES,PERCENT,ELECTED,RACEID,RVOTES,RUNOFF,CHECKRUNOFF,Multi_RaceID,Multi_CandID,Multi_CO,Indivtotal_votes,Multitotal_votes,Total_writein,Newtotvotes,Rindivto,Newelected
201301065,201300279,19,3,LOS ANGELES,2013,2013-03-05,Los Angeles Community College,0,School Board Member,3,School Board Member,4,Full,1,Moreno,Ernest Henry,Retired College President,N,2,2,237486,162,352875,353037,0.6726943634803151,1,279,1.0,0,0,201300279,201301065,0,237486,352875,162,353037,1.0,1
201301066,201300279,19,3,LOS ANGELES,2013,2013-03-05,Los Angeles Community College,0,School Board Member,3,School Board Member,4,Full,1,Essavi,"Jozef ""Joe"" Thomas",Los Angeles County Commissioner,N,2,2,115389,162,352875,353037,0.3268467611043602,2,279,2.0,0,0,201300279,201301066,0,115389,352875,162,353037,2.0,2
201301067,201300280,19,3,LOS ANGELES,2013,2013-03-05,Los Angeles Community College,0,School Board Member,3,School Board Member,6,Full,1,Vela,David,School Board Member,N,2,4,126656,54,365082,365136,0.346873493711932,3,280,1.0,1,1,201300280,201301067,0,126656,365082,54,365136,1.0,3
201301068,201300280,19,3,LOS ANGELES,2013,2013-03-05,Los Angeles Community College,0,School Board Member,3,School Board Member,6,Full,1,Pearlman,Nancy,Community College Trustee,Y,1,4,107716,54,365082,365136,0.2950024100609088,3,280,2.0,0,1,201300280,201301068,0,107716,365082,54,365136,2.0,3
201301069,201300280,19,3,LOS ANGELES,2013,2013-03-05,Los Angeles Community College,0,School Board Member,3,School Board Member,6,Full,1,Oliver,Tom,Retired College President,N,2,4,100051,54,365082,365136,0.27401023180404016,2,280,3.0,0,0,201300280,201301069,0,100051,365082,54,365136,3.0,2
201301070,201300280,19,3,LOS ANGELES,2013,2013-03-05,Los Angeles Community College,0,School Board Member,3,School Board Member,6,Full,1,Aldapa,"Michael ""Mike""",Community Organizer,N,2,4,30659,54,365082,365136,0.0839659743218965,2,280,4.0,0,0,201300280,201301070,0,30659,365082,54,365136,4.0,2
201301071,201300281,19,3,LOS ANGELES,2013,2013-03-05,Los Angeles Unified,0,School Board Member,3,School Board Member,2,Full,1,Garcia,Monica,Member of the Board of Education,Y,1,5,19300,0,34565,34565,0.5583682916244757,1,281,1.0,0,0,201300281,201301071,0,19300,34565,0,34565,1.0,1
201301072,201300281,19,3,LOS ANGELES,2013,2013-03-05,Los Angeles Unified,0,School Board Member,3,School Board Member,2,Full,1,Skeels,Robert D.,Educator/Education Researcher,N,2,5,5244,0,34565,34565,0.15171416172428756,2,281,2.0,0,0,201300281,201301072,0,5244,34565,0,34565,2.0,2
201301073,201300281,19,3,LOS ANGELES,2013,2013-03-05,Los Angeles Unified,0,School Board Member,3,School Board Member,2,Full,1,Montanez,Annamarie,Teacher/Doctoral Candidate,N,2,5,4093,0,34565,34565,0.11841458122378128,2,281,3.0,0,0,201300281,201301073,0,4093,34565,0,34565,3.0,2
201301074,201300281,19,3,LOS ANGELES,2013,2013-03-05,Los Angeles Unified,0,School Board Member,3,School Board Member,2,Full,1,Vazquez,Isabel,Teacher/Community Advocate,N,2,5,3480,0,34565,34565,0.10067987848980182,2,281,4.0,0,0,201300281,201301074,0,3480,34565,0,34565,4.0,2
201301075,201300281,19,3,LOS ANGELES,2013,2013-03-05,Los Angeles Unified,0,School Board Member,3,School Board Member,2,Full,1,Diaz,Abelardo,High School Teacher,N,2,5,2448,0,34565,34565,0.0708230869376537,2,281,5.0,0,0,201300281,201301075,0,2448,34565,0,34565,5.0,2
201301076,201300282,19,3,LOS ANGELES,2013,2013-03-05,Los Angeles Unified,0,School Board Member,3,School Board Member,4,Full,1,Zimmer,Steve,School Boardmember/Teacher,Y,1,2,40716,44,78779,78823,0.5165497380206285,1,282,1.0,0,0,201300282,201301076,0,40716,78779,44,78823,1.0,1
201301077,201300282,19,3,LOS ANGELES,2013,2013-03-05,Los Angeles Unified,0,School Board Member,3,School Board Member,4,Full,1,Anderson,Kate,Parent/Child Advocate,N,2,2,38063,44,78779,78823,0.4828920492749578,2,282,2.0,0,0,201300282,201301077,0,38063,78779,44,78823,2.0,2
201301078,201300283,19,3,LOS ANGELES,2013,2013-03-05,Los Angeles Unified,0,School Board Member,3,School Board Member,6,Full,1,Sanchez,Antonio,Educator/Community Organizer,N,2,4,17093,0,39192,39192,0.436134925494999,3,283,1.0,1,1,201300283,201301078,0,17093,39192,0,39192,1.0,3
201301079,201300283,19,3,LOS ANGELES,2013,2013-03-05,Los Angeles Unified,0,School Board Member,3,School Board Member,6,Full,1,Ratliff,Monica,Fifth Grade Teacher,N,2,4,13244,0,39192,39192,0.33792610736885076,3,283,2.0,0,1,201300283,201301079,0,13244,39192,0,39192,2.0,3
201301080,201300283,19,3,LOS ANGELES,2013,2013-03-05,Los Angeles Unified,0,School Board Member,3,School Board Member,6,Full,1,Cano,Maria,Education Advocate/Organizer,N,2,4,5276,0,39192,39192,0.1346193100632782,2,283,3.0,0,0,201300283,201301080,0,5276,39192,0,39192,3.0,2
201301081,201300283,19,3,LOS ANGELES,2013,2013-03-05,Los Angeles Unified,0,School Board Member,3,School Board Member,6,Full,1,Zuniga,Iris,Nonprofit Executive/Parent,N,2,4,3579,0,39192,39192,0.09131965707287201,2,283,4.0,0,0,201300283,201301081,0,3579,39192,0,39192,4.0,2
201301082,201300284,19,3,LOS ANGELES,2013,2013-03-05,Pasadena Unified,0,School Board Member,3,School Board Member,1,Full,1,Kenne,Kimberly,PUSD School Board Member,N,2,2,1110,0,1545,1545,0.7184466019417476,1,284,1.0,0,0,201300284,201301082,0,1110,1545,0,1545,1.0,1
201301083,201300284,19,3,LOS ANGELES,2013,2013-03-05,Pasadena Unified,0,School Board Member,3,School Board Member,1,Full,1,Cooper,Dean,Information Technology Consultant,N,2,2,435,0,1545,1545,0.2815533980582524,2,284,2.0,0,0,201300284,201301083,0,435,1545,0,1545,2.0,2
201301084,201300285,19,3,LOS ANGELES,2013,2013-03-05,Pasadena Unified,0,School Board Member,3,School Board Member,3,Full,1,Hueso,Ruben,Public School Educator,N,2,4,846,0,1735,1735,0.48760806916426513,3,285,1.0,1,1,201300285,201301084,0,846,1735,0,1735,1.0,3
201301085,201300285,19,3,LOS ANGELES,2013,2013-03-05,Pasadena Unified,0,School Board Member,3,School Board Member,3,Full,1,Hampton,Tyron,Project Manager,N,2,4,662,0,1735,1735,0.38155619596541784,3,285,2.0,0,1,201300285,201301085,0,662,1735,0,1735,2.0,3
201301086,201300285,19,3,LOS ANGELES,2013,2013-03-05,Pasadena Unified,0,School Board Member,3,School Board Member,3,Full,1,Duncan,Deirdra,Foster Parent,N,2,4,134,0,1735,1735,0.07723342939481267,2,285,3.0,0,0,201300285,201301086,0,134,1735,0,1735,3.0,2
201301087,201300285,19,3,LOS ANGELES,2013,2013-03-05,Pasadena Unified,0,School Board Member,3,School Board Member,3,Full,1,Arce,Guillermo,Human Services Administrator,N,2,4,93,0,1735,1735,0.05360230547550432,2,285,4.0,0,0,201300285,201301087,0,93,1735,0,1735,4.0,2
201301088,201300286,19,3,LOS ANGELES,2013,2013-03-05,Pasadena Unified,0,School Board Member,3,School Board Member,5,Full,1,Pomeroy,Elizabeth,PUSD School Board Member,N,2,2,1155,0,1679,1679,0.687909469922573,1,286,1.0,0,0,201300286,201301088,0,1155,1679,0,1679,1.0,1
201301089,201300286,19,3,LOS ANGELES,2013,2013-03-05,Pasadena Unified,0,School Board Member,3,School Board Member,5,Full,1,Murga,Stella,"Director, Youth Center",N,2,2,524,0,1679,1679,0.31209053007742704,2,286,2.0,0,0,201300286,201301089,0,524,1679,0,1679,2.0,2
201301090,201300287,19,3,LOS ANGELES,2013,2013-03-05,Pasadena Unified,0,School Board Member,3,School Board Member,7,Full,1,Phelps,Scott,Member of the PUSD Board of Education,N,2,2,2100,0,3446,3446,0.6094022054556006,1,287,1.0,0,0,201300287,201301090,0,2100,3446,0,3446,1.0,1
201301091,201300287,19,3,LOS ANGELES,2013,2013-03-05,Pasadena Unified,0,School Board Member,3,School Board Member,7,Full,1,Ayala,Luis Carlos,Attorney/Educator,N,2,2,1346,0,3446,3446,0.3905977945443993,2,287,2.0,0,0,201300287,201301091,0,1346,3446,0,3446,2.0,2
201301092,201300288,19,3,LOS ANGELES,2013,2013-03-05,Redondo Beach Unified,0,School Board Member,3,School Board Member,,Full,3,Christensen,Mike,Registered Professional Engineer,N,2,3,6920,0,17833,17833,0.38804463634834296,1,288,1.0,0,0,201300288,201301092,0,6920,17833,0,17833,1.0,1
201301093,201300288,19,3,LOS ANGELES,2013,2013-03-05,Redondo Beach Unified,0,School Board Member,3,School Board Member,,Full,3,Waller,Brad,Business Owner,N,2,3,5518,0,17833,17833,0.30942634441765265,1,288,2.0,0,0,201300288,201301093,0,5518,17833,0,17833,2.0,1
201301094,201300288,19,3,LOS ANGELES,2013,2013-03-05,Redondo Beach Unified,0,School Board Member,3,School Board Member,,Full,3,Serkin,Brad,Business Owner,N,2,3,5395,0,17833,17833,0.3025290192340044,1,288,3.0,0,0,201300288,201301094,0,5395,17833,0,17833,3.0,1
201301095,201300289,19,3,LOS ANGELES,2013,2013-04-02,Glendale Unified,0,School Board Member,3,School Board Member,,Full,3,Krikorian,Greg,School Board Member- Businessman,Y,1,7,12850,0,56340,56340,0.2280795172168974,1,289,1.0,0,0,201300289,201301095,0,12850,56340,0,56340,1.0,1
201301096,201300289,19,3,LOS ANGELES,2013,2013-04-02,Glendale Unified,0,School Board Member,3,School Board Member,,Full,3,Walters,Christine L.,"Member, GUSD Board of Education",Y,1,7,9504,0,56340,56340,0.16869009584664538,1,289,2.0,0,0,201300289,201301096,0,9504,56340,0,56340,2.0,1
201301097,201300289,19,3,LOS ANGELES,2013,2013-04-02,Glendale Unified,0,School Board Member,3,School Board Member,,Full,3,Gharpetian,Armina,Dentist/Parent/Businesswoman,N,2,7,9195,0,56340,56340,0.16320553780617678,1,289,3.0,0,0,201300289,201301097,0,9195,56340,0,56340,3.0,1
201301098,201300289,19,3,LOS ANGELES,2013,2013-04-02,Glendale Unified,0,School Board Member,3,School Board Member,,Full,3,Freemon,Jennifer,Educator/Parent,N,2,7,8892,0,56340,56340,0.15782747603833866,2,289,4.0,0,0,201300289,201301098,0,8892,56340,0,56340,4.0,2
201301099,201300289,19,3,LOS ANGELES,2013,2013-04-02,Glendale Unified,0,School Board Member,3,School Board Member,,Full,3,Wagner,Joylene K.,"Member, Glendale Board of Education",Y,1,7,8379,0,56340,56340,0.1487220447284345,2,289,5.0,0,0,201300289,201301099,0,8379,56340,0,56340,5.0,2
201301100,201300289,19,3,LOS ANGELES,2013,2013-04-02,Glendale Unified,0,School Board Member,3,School Board Member,,Full,3,Cabrera,Daniel C.,Retired GUSD Teacher,N,2,7,6243,0,56340,56340,0.11080937167199148,2,289,6.0,0,0,201300289,201301100,0,6243,56340,0,56340,6.0,2
201301101,201300289,19,3,LOS ANGELES,2013,2013-04-02,Glendale Unified,0,School Board Member,3,School Board Member,,Full,3,Sadri,Ali,Businessman/Security Consultant,N,2,7,1277,0,56340,56340,0.0226659566915158,2,289,7.0,0,0,201300289,201301101,0,1277,56340,0,56340,7.0,2
201301102,201300290,19,3,LOS ANGELES,2013,2013-04-02,Inglewood Unified,0,School Board Member,3,School Board Member,1,Full,1,Butler,Arnold,School Board Member,Y,1,1,4504,0,4504,4504,1.0,1,290,1.0,0,0,201300290,201301102,0,4504,4504,0,4504,1.0,1
201301103,201300291,19,3,LOS ANGELES,2013,2013-04-02,Inglewood Unified,0,School Board Member,3,School Board Member,2,Full,1,Richardson McGhee,Carliss,Educator,N,2,2,3998,0,5191,5191,0.7701791562319399,1,291,1.0,0,0,201300291,201301103,0,3998,5191,0,5191,1.0,1
201301104,201300291,19,3,LOS ANGELES,2013,2013-04-02,Inglewood Unified,0,School Board Member,3,School Board Member,2,Full,1,Prado,Mariana,Business Administration Manager,N,2,2,1193,0,5191,5191,0.2298208437680601,2,291,2.0,0,0,201300291,201301104,0,1193,5191,0,5191,2.0,2
201301105,201300292,19,3,LOS ANGELES,2013,2013-04-02,Inglewood Unified,0,School Board Member,3,School Board Member,3,Full,1,Wilson,La Deirdre J.,School Teacher/Educator,N,2,2,2912,0,5106,5106,0.5703094398746573,1,292,1.0,0,0,201300292,201301105,0,2912,5106,0,5106,1.0,1
201301106,201300292,19,3,LOS ANGELES,2013,2013-04-02,Inglewood Unified,0,School Board Member,3,School Board Member,3,Full,1,Bowers,Margaret,Registered Nurse,N,2,2,2194,0,5106,5106,0.42969056012534274,2,292,2.0,0,0,201300292,201301106,0,2194,5106,0,5106,2.0,2
201301107,201300293,19,3,LOS ANGELES,2013,2013-04-09,Burbank Unified,0,School Board Member,3,School Board Member,,Full,2,Applebaum,Larry,Incumbent,Y,1,4,5882,0,18279,18279,0.3217900322774769,1,293,1.0,0,0,201300293,201301107,0,5882,18279,0,18279,1.0,1
201301108,201300293,19,3,LOS ANGELES,2013,2013-04-09,Burbank Unified,0,School Board Member,3,School Board Member,,Full,2,Tabet,"Charlene ""Char""",Retired Teacher,N,2,4,4967,0,18279,18279,0.27173258931013733,1,293,2.0,0,0,201300293,201301108,0,4967,18279,0,18279,2.0,1
201301109,201300293,19,3,LOS ANGELES,2013,2013-04-09,Burbank Unified,0,School Board Member,3,School Board Member,,Full,2,Ferguson,Steve,Small Business Owner,N,2,4,4616,0,18279,18279,0.2525302259423382,2,293,3.0,0,0,201300293,201301109,0,4616,18279,0,18279,3.0,2
201301110,201300293,19,3,LOS ANGELES,2013,2013-04-09,Burbank Unified,0,School Board Member,3,School Board Member,,Full,2,Dobson,David,PTA President / Editor,N,2,4,2814,0,18279,18279,0.1539471524700476,2,293,4.0,0,0,201300293,201301110,0,2814,18279,0,18279,4.0,2
201301111,201300294,19,3,LOS ANGELES,2013,2013-04-16,Pasadena Unified,0,School Board Member,3,School Board Member,3,Full,1,Hampton,Tyron,Project Manager,N,2,2,993,0,1619,1619,0.6133415688696726,1,294,1.0,0,0,201300294,201301111,0,993,1619,0,1619,1.0,1
201301112,201300294,19,3,LOS ANGELES,2013,2013-04-16,Pasadena Unified,0,School Board Member,3,School Board Member,3,Full,1,Hueso,Ruben,Public School Educator,N,2,2,626,0,1619,1619,0.3866584311303274,2,294,2.0,0,0,201300294,201301112,0,626,1619,0,1619,2.0,2
201301113,201300295,19,3,LOS ANGELES,2013,2013-05-21,Los Angeles Community College,0,School Board Member,3,School Board Member,6,Full,1,Pearlman,Nancy,Community College Trustee,Y,1,2,219346,0,386622,386622,0.567339675445267,1,295,1.0,0,0,201300295,201301113,0,219346,386622,0,386622,1.0,1
201301114,201300295,19,3,LOS ANGELES,2013,2013-05-21,Los Angeles Community College,0,School Board Member,3,School Board Member,6,Full,1,Vela,David,School Board Member,N,2,2,167276,0,386622,386622,0.432660324554733,2,295,2.0,0,0,201300295,201301114,0,167276,386622,0,386622,2.0,2
201301115,201300296,19,3,LOS ANGELES,2013,2013-05-21,Los Angeles Unified,0,School Board Member,3,School Board Member,6,Full,1,Ratliff,Monica,Fifth Grade Teacher,N,2,2,24567,0,47463,47463,0.5176031856393402,1,296,1.0,0,0,201300296,201301115,0,24567,47463,0,47463,1.0,1
201301116,201300296,19,3,LOS ANGELES,2013,2013-05-21,Los Angeles Unified,0,School Board Member,3,School Board Member,6,Full,1,Sanchez,Antonio,Educator/Community Organizer,N,2,2,22896,0,47463,47463,0.4823968143606599,2,296,2.0,0,0,201300296,201301116,0,22896,47463,0,47463,2.0,2
201301117,201300297,19,3,LOS ANGELES,2013,2013-11-05,ABC Unified,0,School Board Member,3,School Board Member,,Full,3,Johnson,Lynda,"Governing Board Member, ABC Unified School
District",Y,1,5,4514,0,16115,16115,0.2801116971765436,1,297,1.0,0,0,201300297,201301117,0,4514,16115,0,16115,1.0,1
201301118,201300297,19,3,LOS ANGELES,2013,2013-11-05,ABC Unified,0,School Board Member,3,School Board Member,,Full,3,Yoo,Soo,Educator/Businesswoman,N,2,5,4177,0,16115,16115,0.25919950356810423,1,297,2.0,0,0,201300297,201301118,0,4177,16115,0,16115,2.0,1
201301119,201300297,19,3,LOS ANGELES,2013,2013-11-05,ABC Unified,0,School Board Member,3,School Board Member,,Full,3,Chen,Olympia,Incumbent,Y,1,5,3686,0,16115,16115,0.22873099596649085,1,297,3.0,0,0,201300297,201301119,0,3686,16115,0,16115,3.0,1
201301120,201300297,19,3,LOS ANGELES,2013,2013-11-05,ABC Unified,0,School Board Member,3,School Board Member,,Full,3,Fierro,Daniel,Education Policy Advisor,N,2,5,1923,0,16115,16115,0.11932981694073844,2,297,4.0,0,0,201300297,201301120,0,1923,16115,0,16115,4.0,2
201301121,201300297,19,3,LOS ANGELES,2013,2013-11-05,ABC Unified,0,School Board Member,3,School Board Member,,Full,3,Robinson,Ethan,Deputy City Attorney,N,2,5,1815,0,16115,16115,0.11262798634812286,2,297,5.0,0,0,201300297,201301121,0,1815,16115,0,16115,5.0,2
201301127,201300299,19,3,LOS ANGELES,2013,2013-11-05,Antelope Valley Joint Union High,0,School Board Member,3,School Board Member,,Full,3,Dutton,R. Michael,Retired School Principal,N,2,6,9140,0,46965,46965,0.19461300968806558,1,299,1.0,0,0,201300298,201301122,0,9140,46965,0,46965,1.0,1
201301128,201300299,19,3,LOS ANGELES,2013,2013-11-05,Antelope Valley Joint Union High,0,School Board Member,3,School Board Member,,Full,3,Coleman,Dana,High School Teacher,N,2,6,9081,0,46965,46965,0.19335675503034175,1,299,2.0,0,0,201300298,201301123,0,9081,46965,0,46965,2.0,1
201301129,201300299,19,3,LOS ANGELES,2013,2013-11-05,Antelope Valley Joint Union High,0,School Board Member,3,School Board Member,,Full,3,Willibrand,Barbara,"Trustee, Antelope Valley Joint Union High School District
School District",Y,1,6,8555,0,46965,46965,0.18215692536995634,1,299,3.0,0,0,201300298,201301124,0,8555,46965,0,46965,3.0,1
201301130,201300299,19,3,LOS ANGELES,2013,2013-11-05,Antelope Valley Joint Union High,0,School Board Member,3,School Board Member,,Full,3,Lott,"James ""Jim""",Incumbent,Y,1,6,7876,0,46965,46965,0.16769935058021931,2,299,4.0,0,0,201300298,201301125,0,7876,46965,0,46965,4.0,2
201301131,201300299,19,3,LOS ANGELES,2013,2013-11-05,Antelope Valley Joint Union High,0,School Board Member,3,School Board Member,,Full,3,Scott,Paul,Teacher Representative,N,2,6,6635,0,46965,46965,0.1412754178643671,2,299,5.0,0,0,201300298,201301126,0,6635,46965,0,46965,5.0,2
201301132,201300299,19,3,LOS ANGELES,2013,2013-11-05,Antelope Valley Joint Union High,0,School Board Member,3,School Board Member,,Full,3,Hutak,John,No Ballot Designation,N,2,6,5678,0,46965,46965,0.12089854146704992,2,299,6.0,0,0,201300298,201301127,0,5678,46965,0,46965,6.0,2
201301133,201300300,19,3,LOS ANGELES,2013,2013-11-05,Azusa Unified,0,School Board Member,3,School Board Member,,Full,3,Cruz-Gonzalez,Xilonin,Governing Board Member,Y,1,9,1097,0,6094,6094,0.18001312766655728,1,300,1.0,0,0,201300299,201301128,0,1097,6094,0,6094,1.0,1
201301134,201300300,19,3,LOS ANGELES,2013,2013-11-05,Azusa Unified,0,School Board Member,3,School Board Member,,Full,3,Jaramillo,Helen,Parent,N,2,9,929,0,6094,6094,0.15244502789629144,1,300,2.0,0,0,201300299,201301129,0,929,6094,0,6094,2.0,1
201301135,201300300,19,3,LOS ANGELES,2013,2013-11-05,Azusa Unified,0,School Board Member,3,School Board Member,,Full,3,Naccachian,Paul,University Professor/Mediator,N,2,9,903,0,6094,6094,0.14817853626517885,1,300,3.0,0,0,201300299,201301130,0,903,6094,0,6094,3.0,1
201301136,201300300,19,3,LOS ANGELES,2013,2013-11-05,Azusa Unified,0,School Board Member,3,School Board Member,,Full,3,Bermudez,Linda,Youth Program Coordinator,N,2,9,811,0,6094,6094,0.133081719724319,2,300,4.0,0,0,201300299,201301131,0,811,6094,0,6094,4.0,2
201301137,201300300,19,3,LOS ANGELES,2013,2013-11-05,Azusa Unified,0,School Board Member,3,School Board Member,,Full,3,Harrington,Lisa,High School Teacher,N,2,9,757,0,6094,6094,0.12422054479816212,2,300,5.0,0,0,201300299,201301132,0,757,6094,0,6094,5.0,2
201301138,201300300,19,3,LOS ANGELES,2013,2013-11-05,Azusa Unified,0,School Board Member,3,School Board Member,,Full,3,Sanchez,Johnny Ramos,Technician Mechanic,N,2,9,650,0,6094,6094,0.10666229077781425,2,300,6.0,0,0,201300299,201301133,0,650,6094,0,6094,6.0,2
201301139,201300300,19,3,LOS ANGELES,2013,2013-11-05,Azusa Unified,0,School Board Member,3,School Board Member,,Full,3,Kindred,Debbie Ann,Azusa Planning Commissioner,N,2,9,364,0,6094,6094,0.05973088283557598,2,300,7.0,0,0,201300299,201301134,0,364,6094,0,6094,7.0,2
201301140,201300300,19,3,LOS ANGELES,2013,2013-11-05,Azusa Unified,0,School Board Member,3,School Board Member,,Full,3,Rentschler,Russell Bryan,Businessman,N,2,9,308,0,6094,6094,0.05054151624548736,2,300,8.0,0,0,201300299,201301135,0,308,6094,0,6094,8.0,2
201301141,201300300,19,3,LOS ANGELES,2013,2013-11-05,Azusa Unified,0,School Board Member,3,School Board Member,,Full,3,Delvaux,Veronika,Educator,N,2,9,275,0,6094,6094,0.04512635379061372,2,300,9.0,0,0,201300299,201301136,0,275,6094,0,6094,9.0,2
201301142,201300301,19,3,LOS ANGELES,2013,2013-11-05,Baldwin Park Unified,0,School Board Member,3,School Board Member,,Full,2,Vargas,Teresa,Incumbent,Y,1,4,2110,0,6732,6732,0.3134284016636958,1,301,1.0,0,0,201300300,201301137,0,2110,6732,0,6732,1.0,1
201301143,201300301,19,3,LOS ANGELES,2013,2013-11-05,Baldwin Park Unified,0,School Board Member,3,School Board Member,,Full,2,Lopez,Carlos,Computer Technician,N,2,4,1828,0,6732,6732,0.27153891859774215,1,301,2.0,0,0,201300300,201301138,0,1828,6732,0,6732,2.0,1
201301144,201300301,19,3,LOS ANGELES,2013,2013-11-05,Baldwin Park Unified,0,School Board Member,3,School Board Member,,Full,2,Muse,David Lewis,Postmaster,N,2,4,1470,0,6732,6732,0.21836007130124777,2,301,3.0,0,0,201300300,201301139,0,1470,6732,0,6732,3.0,2
201301145,201300301,19,3,LOS ANGELES,2013,2013-11-05,Baldwin Park Unified,0,School Board Member,3,School Board Member,,Full,2,Woods,Steve,Local Business Owner,N,2,4,1324,0,6732,6732,0.19667260843731432,2,301,4.0,0,0,201300300,201301140,0,1324,6732,0,6732,4.0,2
201301146,201300302,19,3,LOS ANGELES,2013,2013-11-05,Bassett Unified,0,School Board Member,3,School Board Member,,Full,3,Solano,Paul,Governing Board Member,Y,1,7,797,0,3441,3441,0.23161871548968324,1,302,1.0,0,0,201300301,201301141,0,797,3441,0,3441,1.0,1
201301147,201300302,19,3,LOS ANGELES,2013,2013-11-05,Bassett Unified,0,School Board Member,3,School Board Member,,Full,3,Rivera,Dolores,Retired Community Liaison,N,2,7,717,0,3441,3441,0.2083696599825632,1,302,2.0,0,0,201300301,201301142,0,717,3441,0,3441,2.0,1
201301148,201300302,19,3,LOS ANGELES,2013,2013-11-05,Bassett Unified,0,School Board Member,3,School Board Member,,Full,3,Romo,Javier,Community Volunteer,N,2,7,683,0,3441,3441,0.1984888113920372,1,302,3.0,0,0,201300301,201301143,0,683,3441,0,3441,3.0,1
201301149,201300302,19,3,LOS ANGELES,2013,2013-11-05,Bassett Unified,0,School Board Member,3,School Board Member,,Full,3,Chavez,"Renee ""Lucy""",Healthcare Provider/Parent,N,2,7,396,0,3441,3441,0.11508282476024412,2,302,4.0,0,0,201300301,201301144,0,396,3441,0,3441,4.0,2
201301150,201300302,19,3,LOS ANGELES,2013,2013-11-05,Bassett Unified,0,School Board Member,3,School Board Member,,Full,3,Medina,Victoria,Incumbent,Y,1,7,354,0,3441,3441,0.1028770706190061,2,302,5.0,0,0,201300301,201301145,0,354,3441,0,3441,5.0,2
201301151,201300302,19,3,LOS ANGELES,2013,2013-11-05,Bassett Unified,0,School Board Member,3,School Board Member,,Full,3,Arreola,Maria,Campus Monitor,N,2,7,310,0,3441,3441,0.09009009009009009,2,302,6.0,0,0,201300301,201301146,0,310,3441,0,3441,6.0,2
201301152,201300302,19,3,LOS ANGELES,2013,2013-11-05,Bassett Unified,0,School Board Member,3,School Board Member,,Full,3,Sandoval,Art,Incumbent,Y,1,7,184,0,3441,3441,0.05347282766637605,2,302,7.0,0,0,201300301,201301147,0,184,3441,0,3441,7.0,2
201301153,201300303,19,3,LOS ANGELES,2013,2013-11-05,Bellflower Unified,0,School Board Member,3,School Board Member,,Full,3,Elhessen,Sue,Educator/Businesswoman,N,2,6,1268,0,6505,6505,0.19492697924673327,1,303,1.0,0,0,201300302,201301148,0,1268,6505,0,6505,1.0,1
201301154,201300303,19,3,LOS ANGELES,2013,2013-11-05,Bellflower Unified,0,School Board Member,3,School Board Member,,Full,3,Sanchez-Ramirez,Laura,Incumbent,Y,1,6,1250,0,6505,6505,0.1921598770176787,1,303,2.0,0,0,201300302,201301149,0,1250,6505,0,6505,2.0,1
201301155,201300303,19,3,LOS ANGELES,2013,2013-11-05,Bellflower Unified,0,School Board Member,3,School Board Member,,Full,3,Helzer,Paul,Incumbent,Y,1,6,1145,0,6505,6505,0.1760184473481937,1,303,3.0,0,0,201300302,201301150,0,1145,6505,0,6505,3.0,1
201301156,201300303,19,3,LOS ANGELES,2013,2013-11-05,Bellflower Unified,0,School Board Member,3,School Board Member,,Full,3,Bookout,Sean,Parent/Police Officer,N,2,6,1014,0,6505,6505,0.15588009223674096,2,303,4.0,0,0,201300302,201301151,0,1014,6505,0,6505,4.0,2
201301157,201300303,19,3,LOS ANGELES,2013,2013-11-05,Bellflower Unified,0,School Board Member,3,School Board Member,,Full,3,Edmiston,Ted,Educator/Chiropractor,N,2,6,984,0,6505,6505,0.15126825518831669,2,303,5.0,0,0,201300302,201301152,0,984,6505,0,6505,5.0,2
201301158,201300303,19,3,LOS ANGELES,2013,2013-11-05,Bellflower Unified,0,School Board Member,3,School Board Member,,Full,3,Parrish,Angelia,Parent/Court Reporter,N,2,6,844,0,6505,6505,0.12974634896233667,2,303,6.0,0,0,201300302,201301153,0,844,6505,0,6505,6.0,2
201301159,201300304,19,3,LOS ANGELES,2013,2013-11-05,Beverly Hills Unified,0,School Board Member,3,School Board Member,,Full,2,Goldstein,Howard,CEO/Attorney,N,2,4,1565,0,3606,3606,0.43399889073765946,1,304,1.0,0,0,201300303,201301154,0,1565,3606,0,3606,1.0,1
201301160,201300304,19,3,LOS ANGELES,2013,2013-11-05,Beverly Hills Unified,0,School Board Member,3,School Board Member,,Full,2,Korbatov,"Lisa ""Fisch""",Incumbent,Y,1,4,1561,0,3606,3606,0.4328896283971159,1,304,2.0,0,0,201300303,201301155,0,1561,3606,0,3606,2.0,1
201301161,201300304,19,3,LOS ANGELES,2013,2013-11-05,Beverly Hills Unified,0,School Board Member,3,School Board Member,,Full,2,Fabe,James,Dentist/Insurance Agent,N,2,4,305,0,3606,3606,0.08458125346644481,2,304,3.0,0,0,201300303,201301156,0,305,3606,0,3606,3.0,2
201301162,201300304,19,3,LOS ANGELES,2013,2013-11-05,Beverly Hills Unified,0,School Board Member,3,School Board Member,,Full,2,Dohm,John,Senior Vice President,N,2,4,175,0,3606,3606,0.04853022739877981,2,304,4.0,0,0,201300303,201301157,0,175,3606,0,3606,4.0,2
