RecordID,RACEID,CO,JUR,CNTYNAME,YEAR,DATE,PLACE,CSD,OFFICE,RECODE_OFFICE,RECODE_OFFNAME,AREA,TERM,VOTE#,LAST,FIRST,BALDESIG,INCUMB,NUM_INC,CAND#,VOTES,WRITEIN,SUMVOTES,TOTVOTES,RVOTES,PERCENT,ELECTED,RUNOFF,CHECKRUNOFF,Multi_RaceID,Multi_CandID,Multi_CO,Indivtotal_votes,Multitotal_votes,Total_writein,Newtotvotes,Rindivto,Newelected
201603430,1066,7,3,CONTRA COSTA,2016,2016-11-08,West Contra Costa Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Panas,Tom,Retired Accountant/Parent,N,2,7,22990,363,123419,123782,2.0,0.18572975069073047,1,0,0,201601062,201603421,0,22990,123419,363,123782,2.0,1
201603431,1066,7,3,CONTRA COSTA,2016,2016-11-08,West Contra Costa Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Sequeira,Miriam Stephanie,Education Advocate/Parent,N,2,7,19777,363,123419,123782,3.0,0.15977282642064275,2,0,0,201601062,201603422,0,19777,123419,363,123782,3.0,2
201603432,1066,7,3,CONTRA COSTA,2016,2016-11-08,West Contra Costa Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Young,Ayana K.,Attorney/Parent,N,2,7,15529,363,123419,123782,4.0,0.1254544279459049,2,0,0,201601062,201603423,0,15529,123419,363,123782,4.0,2
201603433,1066,7,3,CONTRA COSTA,2016,2016-11-08,West Contra Costa Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Medrano,Antonio Alvarez,Retired Teacher,N,2,7,14954,363,123419,123782,5.0,0.12080916449887706,2,0,0,201601062,201603424,0,14954,123419,363,123782,5.0,2
201603434,1066,7,3,CONTRA COSTA,2016,2016-11-08,West Contra Costa Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Taboada,Carlos,Retired Teacher,N,2,7,13683,363,123419,123782,6.0,0.11054111260118596,2,0,0,201601062,201603425,0,13683,123419,363,123782,6.0,2
201603435,1066,7,3,CONTRA COSTA,2016,2016-11-08,West Contra Costa Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Gosney,Don,Scholarship Program Administrator,N,2,7,8468,363,123419,123782,7.0,0.06841059281640303,2,0,0,201601062,201603426,0,8468,123419,363,123782,7.0,2
201603436,1067,8,3,DEL NORTE,2016,2016-11-08,Del Norte Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,1,Daley,Roger,Pastor/School Adminstrator,N,2,3,3878,0,8727,8727,1.0,0.44436805316832817,1,1,0,201601063,201603427,0,3878,8727,0,8727,1.0,1
201603437,1067,8,3,DEL NORTE,2016,2016-11-08,Del Norte Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,1,Mazzei,Charlaine,Non-profit Executive Director,N,2,3,2570,0,8727,8727,2.0,0.29448836942821127,2,1,0,201601063,201603428,0,2570,8727,0,8727,2.0,2
201603438,1067,8,3,DEL NORTE,2016,2016-11-08,Del Norte Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,1,Cordts,Judie,Retired Educator,Y,1,3,2279,0,8727,8727,3.0,0.2611435774034605,2,0,0,201601063,201603429,0,2279,8727,0,8727,3.0,2
201603439,1068,9,3,EL DORADO,2016,2016-11-08,El Dorado Union High,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Veerkamp,Lori M.,Board Member/Parent,Y,1,4,36697,0,97113,97113,1.0,0.37787937763224283,1,0,0,201601064,201603430,0,36697,97113,0,97113,1.0,1
201603440,1068,9,3,EL DORADO,2016,2016-11-08,El Dorado Union High,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Del Rio,David J.,Board Member/Parent,Y,1,4,23797,0,97113,97113,2.0,0.24504443277419088,1,0,0,201601064,201603431,0,23797,97113,0,97113,2.0,1
201603441,1068,9,3,EL DORADO,2016,2016-11-08,El Dorado Union High,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Bicknell,David B.,Local Business Owner,N,2,4,19351,0,97113,97113,3.0,0.19926271456962508,2,0,0,201601064,201603432,0,19351,97113,0,97113,3.0,2
201603442,1068,9,3,EL DORADO,2016,2016-11-08,El Dorado Union High,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Link,Deloy,Behavioral Therapist,N,2,4,17268,0,97113,97113,4.0,0.17781347502394118,2,0,0,201601064,201603433,0,17268,97113,0,97113,4.0,2
201603443,1069,9,3,EL DORADO,2016,2016-11-08,Lake Tahoe Community College,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,4,Full,1,Dalton,Nancy,Educator/Business Owner,N,2,2,1210,0,2150,2150,1.0,0.5627906976744186,1,0,0,201601065,201603434,0,1210,2150,0,2150,1.0,1
201603444,1069,9,3,EL DORADO,2016,2016-11-08,Lake Tahoe Community College,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,4,Full,1,Hamilton,David,Retired College Educator,N,2,2,940,0,2150,2150,2.0,0.4372093023255814,2,0,0,201601065,201603435,0,940,2150,0,2150,2.0,2
201603445,1070,9,3,EL DORADO,2016,2016-11-08,Lake Tahoe Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,1,Full,1,Reilly,Larry,Retired Teacher,N,2,2,982,0,1824,1824,1.0,0.5383771929824561,1,0,0,201601066,201603436,0,982,1824,0,1824,1.0,1
201603446,1070,9,3,EL DORADO,2016,2016-11-08,Lake Tahoe Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,1,Full,1,Davidson,Annie,Independent Education Consultant,N,2,2,842,0,1824,1824,2.0,0.4616228070175439,2,0,0,201601066,201603437,0,842,1824,0,1824,2.0,2
201603447,1071,9,3,EL DORADO,2016,2016-11-08,Lake Tahoe Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,3,Full,1,Turnbull,Bonnie L.,Educator,N,2,2,1178,0,2203,2203,1.0,0.5347253744893328,1,0,0,201601067,201603438,0,1178,2203,0,2203,1.0,1
201603448,1071,9,3,EL DORADO,2016,2016-11-08,Lake Tahoe Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,3,Full,1,Doyle,Michael P.,Incumbent,Y,1,2,1025,0,2203,2203,2.0,0.4652746255106673,2,0,0,201601067,201603439,0,1025,2203,0,2203,2.0,2
201603449,1072,9,3,EL DORADO,2016,2016-11-08,Los Rios Community College,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,3,Full,1,Knight,John R.,Incumbent,Y,1,3,27337,0,57679,57679,1.0,0.47395065795176755,1,1,0,201601068,201603440,1,39432,163388,56,163444,1.0,1
201603450,1072,9,3,EL DORADO,2016,2016-11-08,Los Rios Community College,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,3,Full,1,Allaman,Marc,Retired Teacher,N,2,3,20733,0,57679,57679,2.0,0.3594549142668909,2,1,0,201601068,201603441,1,29629,163388,56,163444,2.0,2
201603451,1072,9,3,EL DORADO,2016,2016-11-08,Los Rios Community College,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,3,Full,1,Seal,Kirk A.,"Buckeye Union School District, Board Member",N,2,3,9609,0,57679,57679,3.0,0.16659442778134156,2,0,0,201601068,201603442,1,12633,163388,56,163444,3.0,2
201603452,1073,9,3,EL DORADO,2016,2016-11-08,Mother Lode Union Elementary,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Wilson,Cathy,Retired Teacher,N,2,4,4601,0,10203,10203,1.0,0.450945800254827,1,0,0,201601069,201603443,0,4601,10203,0,10203,1.0,1
201603453,1073,9,3,EL DORADO,2016,2016-11-08,Mother Lode Union Elementary,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,"Bist, Sr.",Gene R.,Incumbent,Y,1,4,2086,0,10203,10203,2.0,0.2044496716651965,1,0,0,201601069,201603444,0,2086,10203,0,10203,2.0,1
201603454,1073,9,3,EL DORADO,2016,2016-11-08,Mother Lode Union Elementary,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Priestly,Alan B.,Telecommunications Engineer,N,2,4,1850,0,10203,10203,3.0,0.18131921983730276,2,0,0,201601069,201603445,0,1850,10203,0,10203,3.0,2
201603455,1073,9,3,EL DORADO,2016,2016-11-08,Mother Lode Union Elementary,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Nemeth,Anton,Small Business Owner,N,2,4,1666,0,10203,10203,4.0,0.16328530824267373,2,0,0,201601069,201603446,0,1666,10203,0,10203,4.0,2
201603456,1074,9,3,EL DORADO,2016,2016-11-08,Rescue Union Elementary,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Neal,"Taggart F. ""Tagg""",Businessman/Entrepreneur/Parent,N,2,3,8121,0,21773,21773,1.0,0.3729848895420934,1,0,0,201601070,201603447,0,8121,21773,0,21773,1.0,1
201603457,1074,9,3,EL DORADO,2016,2016-11-08,Rescue Union Elementary,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Kent,Stephanie,Piano/Substitute Teacher,N,2,3,6955,0,21773,21773,2.0,0.31943232443852476,1,0,0,201601070,201603448,0,6955,21773,0,21773,2.0,1
201603458,1074,9,3,EL DORADO,2016,2016-11-08,Rescue Union Elementary,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,2,Posner,Serena,Incumbent,Y,1,3,6697,0,21773,21773,3.0,0.3075827860193818,2,0,0,201601070,201603449,0,6697,21773,0,21773,3.0,2
201603459,1075,10,3,FRESNO,2016,2016-04-12,Golden Plains Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,3,Full,1,Rodriguez,Leticia,Machine Operator,N,2,2,190,4,248,252,1.0,0.753968253968254,1,0,0,201601071,201603450,0,190,248,4,252,1.0,1
201603460,1075,10,3,FRESNO,2016,2016-04-12,Golden Plains Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,3,Full,1,Prado,Susana,Caregiver/Homemaker,N,2,2,58,4,248,252,2.0,0.23015873015873015,2,0,0,201601071,201603451,0,58,248,4,252,2.0,2
201603461,1076,10,3,FRESNO,2016,2016-04-12,Raisin City Elementary-R,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,1,Short,1,Ramirez,Patricia,Health/Safety Technician,N,2,1,149,14,149,163,1.0,0.9141104294478528,1,0,0,201601072,201603452,0,149,149,14,163,1.0,1
201603462,1077,10,3,FRESNO,2016,2016-04-12,Raisin City Elementary-R,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,2,Short,1,Lopez,Sofia,Retired Farmworker Supervisor,N,2,1,149,12,149,161,1.0,0.9254658385093167,1,0,0,201601073,201603453,0,149,149,12,161,1.0,1
201603463,1078,10,3,FRESNO,2016,2016-04-12,Raisin City Elementary-R,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,3,Short,1,Ramirez,Laday,Medical Assistant,N,2,2,135,6,171,177,1.0,0.7627118644067796,1,0,0,201601074,201603454,0,135,171,6,177,1.0,1
201603464,1078,10,3,FRESNO,2016,2016-04-12,Raisin City Elementary-R,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,3,Short,1,Flynn,Amber,Homemaker,N,2,2,36,6,171,177,2.0,0.2033898305084746,2,0,0,201601074,201603455,0,36,171,6,177,2.0,2
201603465,1079,10,3,FRESNO,2016,2016-04-12,Raisin City Elementary-R,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,4,Short,1,Martin,Kathy M.,Retired Bus Driver,N,2,2,57,9,100,109,1.0,0.5229357798165137,1,0,0,201601075,201603456,0,57,100,9,109,1.0,1
201603466,1079,10,3,FRESNO,2016,2016-04-12,Raisin City Elementary-R,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,4,Short,1,Reynoso,Elaine,Farm Laborer,N,2,2,43,9,100,109,2.0,0.3944954128440367,2,0,0,201601075,201603457,0,43,100,9,109,2.0,2
201603467,1080,10,3,FRESNO,2016,2016-11-08,Central Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,3,Full,1,Cervantes,Phillip,Medical Sales Consultant,N,2,2,1558,18,3061,3079,1.0,0.5060084443000974,1,0,0,201601076,201603458,0,1558,3061,18,3079,1.0,1
201603468,1080,10,3,FRESNO,2016,2016-11-08,Central Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,3,Full,1,Brar,Maria Petrogonas,Web Designer/Mother,N,2,2,1503,18,3061,3079,2.0,0.48814550178629423,2,0,0,201601076,201603459,0,1503,3061,18,3079,2.0,2
201603469,1081,10,3,FRESNO,2016,2016-11-08,Central Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,5,Full,1,Solis,Richard A.,Human Service Caseworker,N,2,3,1016,12,2463,2475,1.0,0.4105050505050505,1,1,0,201601077,201603460,0,1016,2463,12,2475,1.0,1
201603470,1081,10,3,FRESNO,2016,2016-11-08,Central Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,5,Full,1,Berube,Cynthia,Incumbent,Y,1,3,728,12,2463,2475,2.0,0.29414141414141415,2,1,0,201601077,201603461,0,728,2463,12,2475,2.0,2
201603471,1081,10,3,FRESNO,2016,2016-11-08,Central Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,5,Full,1,Rocca,Randy,Farmer/Field Representative,N,2,3,719,12,2463,2475,3.0,0.2905050505050505,2,0,0,201601077,201603462,0,719,2463,12,2475,3.0,2
201603472,1082,10,3,FRESNO,2016,2016-11-08,Central Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,6,Full,1,Cox,Terry,Incumbent,Y,1,2,1574,12,2972,2984,1.0,0.5274798927613941,1,0,0,201601078,201603463,0,1574,2972,12,2984,1.0,1
201603473,1082,10,3,FRESNO,2016,2016-11-08,Central Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,6,Full,1,"Martinez, Jr.",Richard,Management Consultant,N,2,2,1398,12,2972,2984,2.0,0.46849865951742625,2,0,0,201601078,201603464,0,1398,2972,12,2984,2.0,2
201603474,1083,10,3,FRESNO,2016,2016-11-08,Clovis Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,2,Full,1,Hovsepian,Ginny,Incumbent,Y,1,3,38023,194,74552,74746,1.0,0.5086961175179943,1,0,0,201601079,201603465,0,38023,74552,194,74746,1.0,1
201603475,1083,10,3,FRESNO,2016,2016-11-08,Clovis Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,2,Full,1,Torosian,Sandy,Business Owner,N,2,3,23704,194,74552,74746,2.0,0.3171273379177481,2,0,0,201601079,201603466,0,23704,74552,194,74746,2.0,2
201603476,1083,10,3,FRESNO,2016,2016-11-08,Clovis Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,2,Full,1,Machado,Isabel,Attorney,N,2,3,12825,194,74552,74746,3.0,0.1715810879511947,2,0,0,201601079,201603467,0,12825,74552,194,74746,3.0,2
201603477,1084,10,3,FRESNO,2016,2016-11-08,Clovis Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,4,Full,1,Heryford,Brian,Incumbent,Y,1,2,42002,231,69794,70025,1.0,0.5998143520171367,1,0,0,201601080,201603468,0,42002,69794,231,70025,1.0,1
201603478,1084,10,3,FRESNO,2016,2016-11-08,Clovis Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,4,Full,1,Belemjian,Jacob,Businessman,N,2,2,27792,231,69794,70025,2.0,0.3968868261335237,2,0,0,201601080,201603469,0,27792,69794,231,70025,2.0,2
201603479,1085,10,3,FRESNO,2016,2016-11-08,Clovis Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,5,Full,1,Fogg,Steven G.,Ophthalmologist,N,2,2,50049,221,70449,70670,1.0,0.7082071600396208,1,0,0,201601081,201603470,0,50049,70449,221,70670,1.0,1
201603480,1085,10,3,FRESNO,2016,2016-11-08,Clovis Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,5,Full,1,Troescher,Scott,Fleet Service Writer,N,2,2,20400,221,70449,70670,2.0,0.2886656289797651,2,0,0,201601081,201603471,0,20400,70449,221,70670,2.0,2
201603481,1086,10,3,FRESNO,2016,2016-11-08,Clovis Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,7,Full,1,Casado,Chris,Incumbent,Y,1,3,30745,174,71124,71298,1.0,0.4312182669920615,1,1,0,201601082,201603472,0,30745,71124,174,71298,1.0,1
201603482,1086,10,3,FRESNO,2016,2016-11-08,Clovis Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,7,Full,1,Pack,Mike,Retired School Teacher,N,2,3,22441,174,71124,71298,2.0,0.3147493618334315,2,1,0,201601082,201603473,0,22441,71124,174,71298,2.0,2
201603483,1086,10,3,FRESNO,2016,2016-11-08,Clovis Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,7,Full,1,Castiglione,Matt,Business Owner,N,2,3,17938,174,71124,71298,3.0,0.251591910011501,2,0,0,201601082,201603474,0,17938,71124,174,71298,3.0,2
201603484,1087,10,3,FRESNO,2016,2016-11-08,Coalinga/Huron Joint Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,2,Full,2,Campbell,Roger B.,Retired Educator,N,2,4,1928,14,4927,4941,1.0,0.3902044120623356,1,0,0,201601083,201603475,1,1932,13800,14,13814,1.0,1
201603485,1087,10,3,FRESNO,2016,2016-11-08,Coalinga/Huron Joint Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,2,Full,2,Culbertson,Lisa,Retired Administrative Assistant,N,2,4,1233,14,4927,4941,2.0,0.2495446265938069,1,0,0,201601083,201603476,1,1234,13800,14,13814,2.0,1
201603486,1087,10,3,FRESNO,2016,2016-11-08,Coalinga/Huron Joint Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,2,Full,2,Whitwill,Steve,Trustee Coalinga-Huron Unified School Board,Y,1,4,998,14,4927,4941,3.0,0.20198340416919652,2,0,0,201601083,201603477,1,999,13800,14,13814,3.0,2
201603487,1087,10,3,FRESNO,2016,2016-11-08,Coalinga/Huron Joint Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,2,Full,2,Crawford,Tom,Trustee Coalinga-Huron Unified School Board,Y,1,4,768,14,4927,4941,4.0,0.1554341226472374,2,0,0,201601083,201603478,1,768,13800,14,13814,4.0,2
201603488,1088,10,3,FRESNO,2016,2016-11-08,Dos Palos-Oro Loma Joint Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,4,Areias,Lisa,Law Enforcement,N,2,8,137,6,654,660,1.0,0.20757575757575758,1,0,0,201601084,201603479,1,894,14084,10,14094,4.0,1
201603489,1088,10,3,FRESNO,2016,2016-11-08,Dos Palos-Oro Loma Joint Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,4,Van Worth,Bill J.,Incumbent,Y,1,8,110,6,654,660,2.0,0.16666666666666666,1,0,0,201601084,201603480,1,1046,14084,10,14094,2.0,1
201603490,1088,10,3,FRESNO,2016,2016-11-08,Dos Palos-Oro Loma Joint Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,4,Correia,Beau,Attorney/Farmer,N,2,8,103,6,654,660,3.0,0.15606060606060607,1,0,0,201601084,201603481,1,746,14084,10,14094,6.0,2
201603491,1088,10,3,FRESNO,2016,2016-11-08,Dos Palos-Oro Loma Joint Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,4,Castillo,Joe,Incumbent,Y,1,8,85,6,654,660,4.0,0.12878787878787878,1,0,0,201601084,201603482,1,827,14084,10,14094,5.0,2
201603492,1088,10,3,FRESNO,2016,2016-11-08,Dos Palos-Oro Loma Joint Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,4,Suarez,David A.,Chief Plant Operator,N,2,8,66,6,654,660,5.0,0.1,2,0,0,201601084,201603483,1,740,14084,10,14094,7.0,2
201603493,1088,10,3,FRESNO,2016,2016-11-08,Dos Palos-Oro Loma Joint Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,4,Davis,Maria Lorenzetti,Office Manager,N,2,8,64,6,654,660,6.0,0.09696969696969697,2,0,0,201601084,201603484,1,1352,14084,10,14094,1.0,1
201603494,1088,10,3,FRESNO,2016,2016-11-08,Dos Palos-Oro Loma Joint Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,4,Chase,Jeff,Software Support Engineer,N,2,8,57,6,654,660,7.0,0.08636363636363636,2,0,0,201601084,201603485,1,982,14084,10,14094,3.0,1
201603495,1088,10,3,FRESNO,2016,2016-11-08,Dos Palos-Oro Loma Joint Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,4,Sandoval,Freddy,No Ballot Designation,N,2,8,32,6,654,660,8.0,0.04848484848484849,2,0,0,201601084,201603486,1,455,14084,10,14094,8.0,2
201603496,1089,10,3,FRESNO,2016,2016-11-08,Fresno County Office of Education,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,2,Full,1,Robinson,Mike,Incumbent,Y,1,2,31258,321,59956,60277,1.0,0.5185725898767357,1,0,0,201601085,201603487,0,31258,59956,321,60277,1.0,1
201603497,1089,10,3,FRESNO,2016,2016-11-08,Fresno County Office of Education,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,2,Full,1,Harkness,Deborah,Business Owner,N,2,2,28698,321,59956,60277,2.0,0.4761019957861207,2,0,0,201601085,201603488,0,28698,59956,321,60277,2.0,2
201603498,1090,10,3,FRESNO,2016,2016-11-08,Fresno County Office of Education,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,3,Full,1,Esparza,Nelson,Educator/Economist,N,2,2,20096,125,31541,31666,1.0,0.6346238868186699,1,0,0,201601086,201603489,0,20096,31541,125,31666,1.0,1
201603499,1090,10,3,FRESNO,2016,2016-11-08,Fresno County Office of Education,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,3,Full,1,Thomas,Barbara,Incumbent,Y,1,2,11445,125,31541,31666,2.0,0.3614286616560349,2,0,0,201601086,201603490,0,11445,31541,125,31666,2.0,2
201603500,1091,10,3,FRESNO,2016,2016-11-08,Fresno Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,2,Full,1,Jonasson,"Elizabeth ""Rosas"" J.",Teacher,N,2,2,4474,34,7113,7147,1.0,0.6259969217853645,1,0,0,201601087,201603491,0,4474,7113,34,7147,1.0,1
201603501,1091,10,3,FRESNO,2016,2016-11-08,Fresno Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,2,Full,1,Villasenor,Yuritzy,Teacher,N,2,2,2639,34,7113,7147,2.0,0.3692458374142997,2,0,0,201601087,201603492,0,2639,7113,34,7147,2.0,2
201603502,1092,10,3,FRESNO,2016,2016-11-08,Fresno Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,6,Full,1,Cazares,Claudia,Project Manager/Mother,N,2,2,7779,56,14059,14115,1.0,0.5511158342189161,1,0,0,201601088,201603493,0,7779,14059,56,14115,1.0,1
201603503,1092,10,3,FRESNO,2016,2016-11-08,Fresno Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,6,Full,1,Jarvis,Jack,Retired Educator,N,2,2,6280,56,14059,14115,2.0,0.444916755224938,2,0,0,201601088,201603494,0,6280,14059,56,14115,2.0,2
201603504,1093,10,3,FRESNO,2016,2016-11-08,Golden Plans Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,3,Full,1,Rossetti,Celina U.,Educator,N,2,2,875,3,1091,1094,1.0,0.79981718464351,1,0,0,201601089,201603495,0,875,1091,3,1094,1.0,1
201603505,1093,10,3,FRESNO,2016,2016-11-08,Golden Plans Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,3,Full,1,Gonzalez,Veronica Bodart,No Ballot Designation,N,2,2,216,3,1091,1094,2.0,0.19744058500914077,2,0,0,201601089,201603496,0,216,1091,3,1094,2.0,2
201603506,1094,10,3,FRESNO,2016,2016-11-08,Golden Plans Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,4,Full,1,Trujillo,Maryann,Incumbent,Y,1,2,605,7,1067,1074,1.0,0.5633147113594041,1,0,0,201601090,201603497,0,605,1067,7,1074,1.0,1
201603507,1094,10,3,FRESNO,2016,2016-11-08,Golden Plans Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,4,Full,1,Gonzalez,Cassandra Zapata,Teacher,N,2,2,462,7,1067,1074,2.0,0.4301675977653631,2,0,0,201601090,201603498,0,462,1067,7,1074,2.0,2
201603508,1095,10,3,FRESNO,2016,2016-11-08,Kerman Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,2,Full,1,Cantu,Maria S.,Incumbent,Y,1,2,543,5,690,695,1.0,0.781294964028777,1,0,0,201601091,201603499,0,543,690,5,695,1.0,1
201603509,1095,10,3,FRESNO,2016,2016-11-08,Kerman Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,2,Full,1,Cheema,"Pritpal ""Paul""",No Ballot Designation,N,2,2,147,5,690,695,2.0,0.21151079136690648,2,0,0,201601091,201603500,0,147,690,5,695,2.0,2
201603510,1096,10,3,FRESNO,2016,2016-11-08,Kerman Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,3,Full,1,Babshoff,Daniel G.,Incumbent,Y,1,2,648,7,1106,1113,1.0,0.5822102425876011,1,0,0,201601092,201603501,0,648,1106,7,1113,1.0,1
201603511,1096,10,3,FRESNO,2016,2016-11-08,Kerman Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,3,Full,1,Medina,Maria,Community Assistant,N,2,2,458,7,1106,1113,2.0,0.4115004492362983,2,0,0,201601092,201603502,0,458,1106,7,1113,2.0,2
201603512,1097,10,3,FRESNO,2016,2016-11-08,Laton Joint Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Alves,Richard M.,Dairy Farmer,N,2,5,413,4,1679,1683,1.0,0.24539512774806893,1,0,0,201601093,201603503,1,464,3710,5,3715,1.0,1
201603513,1097,10,3,FRESNO,2016,2016-11-08,Laton Joint Unified,0,SCHOOL BOARD MEMBER,3,SCHOOL BOARD MEMBER,,Full,3,Vargas,Daniel,Incumbent,Y,1,5,367,4,1679,1683,2.0,0.21806298276886513,1,0,0,201601093,201603504,1,394,3710,5,3715,2.0,1
