RecordID,RaceID,CO,JUR,CNTYNAME,YEAR,DATE,CSD,PLACE,OFFICE,RECODE_OFFICE,RECODE_OFFNAME,AREA,TERM,VOTE#,LAST,FIRST,BALDESIG,INCUMB,NUM_INC,CAND#,VOTES,WRITEIN,SUMVOTES,TOTVOTES,PERCENT,ELECTED,RVOTES,RUNOFF,CHECKRUNOFF,Multi_RaceID,Multi_CandID,Multi_CO,Indivtotal_votes,Multitotal_votes,Totalwritein_votes,Newtotvotes,Rindivto,Newelected
201203709,201201116,16,3,KINGS,2012,2012-11-06,0,Reef-Sunset Unified,School Board Member,3,School Board Member,4,Full,1,Lopez,Leticia,Community Development Coordinator,N,2,2,140,0.0,205,205.0,0.6829268292682927,1,1.0,0,0,201201106,201203688,0,140,205,0,205,1.0,1
201203710,201201117,16,3,KINGS,2012,2012-11-06,0,Kings County Office of Education,School Board Member,3,School Board Member,5,Full,1,Caudillo,Rachel,Educator,N,2,2,3244,0.0,5424,5424.0,0.5980825958702065,1,1.0,0,0,201201107,201203689,0,3244,5424,0,5424,1.0,1
201203712,201201119,16,3,KINGS,2012,2012-11-06,0,Reef-Sunset Unified,School Board Member,3,School Board Member,5,Full,1,Collins,Christopher L.,Educator,N,2,2,123,0.0,203,203.0,0.6059113300492611,1,1.0,0,0,201201109,201203691,0,123,203,0,203,1.0,1
201203713,201201112,16,3,KINGS,2012,2012-11-06,0,Armona Union Elementary,School Board Member,3,School Board Member,1,Full,1,Chavarin,Lisa,Medical Assistant,N,2,2,121,0.0,350,350.0,0.3457142857142857,2,2.0,0,0,201201103,201203692,0,121,350,0,350,2.0,2
201203714,201201113,16,3,KINGS,2012,2012-11-06,0,Corcoran Joint Unified,School Board Member,3,School Board Member,2,Full,1,Martinez,Jess S.,Retired Peace Officer,N,2,2,272,0.0,652,652.0,0.4171779141104294,2,2.0,0,0,201201104,201203693,0,272,652,0,652,2.0,2
201203716,201201115,16,3,KINGS,2012,2012-11-06,0,Lemoore Union High,School Board Member,3,School Board Member,4,Full,1,Wyrick,Steve A.,Real Estate Appraiser,N,2,2,410,0.0,1467,1467.0,0.2794819359236537,2,2.0,0,0,201201105,201203694,0,410,1467,0,1467,2.0,2
201203718,201201117,16,3,KINGS,2012,2012-11-06,0,Kings County Office of Education,School Board Member,3,School Board Member,5,Full,1,Kilner,James D. 'Jim',Incumbent,N,2,2,2180,0.0,5424,5424.0,0.4019174041297935,2,2.0,0,0,201201107,201203696,0,2180,5424,0,5424,2.0,2
201203719,201201118,16,3,KINGS,2012,2012-11-06,0,Lemoore Union Elementary,School Board Member,3,School Board Member,5,Full,1,Tamayo,Martha,Mother,N,2,2,606,0.0,1409,1409.0,0.4300922640170334,2,2.0,0,0,201201108,201203697,0,606,1409,0,1409,2.0,2
201203722,201201120,17,3,LAKE,2012,2012-11-06,0,Konocti Unified,School Board Member,3,School Board Member,,Full,2,Burton,Susan C.,Homemaker,N,2,3,3635,0.0,9174,9174.0,0.3962284717680401,1,2.0,0,0,201201110,201203700,0,3635,9174,0,9174,2.0,1
201203723,201201120,17,3,LAKE,2012,2012-11-06,0,Konocti Unified,School Board Member,3,School Board Member,,Full,2,Crook,Amy,Small Business Owner,N,2,3,1585,0.0,9174,9174.0,0.17277087420972312,2,3.0,0,0,201201110,201203701,0,1585,9174,0,9174,3.0,2
201203725,201201121,18,3,LASSEN,2012,2012-11-06,0,Lassen Union High,School Board Member,3,School Board Member,,Full,2,Zubillaga,Michelle D.,Insurance Agent,N,2,5,3015,30.0,13765,13795.0,0.21855744835085175,1,2.0,0,0,201201111,201203703,0,3015,13765,30,13795,2.0,1
201203726,201201122,18,3,LASSEN,2012,2012-11-06,0,Modoc Joint Unified,School Board Member,3,School Board Member,,Full,3,Mason,Don,Teacher,N,2,5,10,0.0,43,43.0,0.00100150225338007,1,1.0,0,0,201201112,201203704,1,1614,9938,47,9985,1.0,1
201203728,201201122,18,3,LASSEN,2012,2012-11-06,0,Modoc Joint Unified,School Board Member,3,School Board Member,,Full,3,Ross,Jan,Retired Teacher,N,2,5,11,0.0,43,43.0,0.0011016524787180772,1,3.0,0,0,201201112,201203706,1,784,9938,47,9985,3.0,1
201203730,201201123,18,3,LASSEN,2012,2012-11-06,0,Shaffer Union Elementary,School Board Member,3,School Board Member,,Full,2,Baldwin,Sean,Parent,N,2,3,524,4.0,1458,1462.0,0.35841313269493846,1,2.0,0,0,201201113,201203708,0,524,1458,4,1462,2.0,1
201203732,201201124,18,3,LASSEN,2012,2012-11-06,0,Westwood Unified,School Board Member,3,School Board Member,,Full,2,Johnson,Crystal E.,Parent,N,2,7,236,5.0,1223,1228.0,0.19218241042345277,1,2.0,0,0,201201114,201203710,0,236,1223,5,1228,2.0,1
201203733,201201125,18,3,LASSEN,2012,2012-11-06,0,Westwood Unified,School Board Member,3,School Board Member,,Short,1,Pettengill,Pamela,Retired,N,2,2,381,4.0,661,665.0,0.5729323308270676,1,1.0,0,0,201201115,201203711,0,381,661,4,665,1.0,1
201203734,201201126,18,3,LASSEN,2012,2012-11-06,0,Lassen County Office of Education,School Board Member,3,School Board Member,1,Full,2,Davie,Bruce A.,Businessman,N,2,3,2204,25.0,6227,6252.0,0.3525271912987844,1,1.0,0,0,201201116,201203712,0,2204,6227,25,6252,1.0,1
201203737,201201127,18,3,LASSEN,2012,2012-11-06,0,Shasta County Office of Education,School Board Member,3,School Board Member,2,Full,2,Hunter,Sharon,CPA/Business Owner,N,2,3,109,1.0,353,354.0,0.307909604519774,1,2.0,0,0,201201117,201203715,1,109,353,1,354,2.0,1
201203738,201201128,18,3,LASSEN,2012,2012-11-06,0,Lassen Community College,School Board Member,3,School Board Member,3,Full,1,Parks,Buck,Rancher,N,2,2,4464,48.0,8611,8659.0,0.2492184010719071,1,1.0,0,0,201201118,201203716,1,4691,17862,50,17912,1.0,1
201203739,201201129,18,3,LASSEN,2012,2012-11-06,0,Shasta-Tehama-Trinity Jt. Comm. College,School Board Member,3,School Board Member,D,Full,1,Brix,Randy,Retired,N,2,3,27,0.0,255,255.0,0.001281138790035587,1,1.0,0,0,201201119,201203717,1,4225,21017,58,21075,1.0,1
201203740,201201121,18,3,LASSEN,2012,2012-11-06,0,Lassen Union High,School Board Member,3,School Board Member,,Full,2,Atkinson,Jeff,No Ballot Designation,N,2,5,3013,30.0,13765,13795.0,0.21841246828561073,2,3.0,0,0,201201111,201203718,0,3013,13765,30,13795,3.0,2
201203742,201201121,18,3,LASSEN,2012,2012-11-06,0,Lassen Union High,School Board Member,3,School Board Member,,Full,2,Autenrieb,Frederick B.,Pharmacist,N,2,5,1807,30.0,13765,13795.0,0.13098948894527002,2,5.0,0,0,201201111,201203720,0,1807,13765,30,13795,5.0,2
201203743,201201122,18,3,LASSEN,2012,2012-11-06,0,Modoc Joint Unified,School Board Member,3,School Board Member,,Full,3,Fanning,Willima 'Berry',Retired USAF/Teacher,N,2,5,11,0.0,43,43.0,0.0011016524787180772,2,4.0,0,0,201201112,201203721,1,11,9938,47,9985,4.0,2
201203745,201201123,18,3,LASSEN,2012,2012-11-06,0,Shaffer Union Elementary,School Board Member,3,School Board Member,,Full,2,Heard,Everett,Retail Merchant,N,2,3,405,4.0,1458,1462.0,0.2770177838577291,2,3.0,0,0,201201113,201203723,0,405,1458,4,1462,3.0,2
201203746,201201124,18,3,LASSEN,2012,2012-11-06,0,Westwood Unified,School Board Member,3,School Board Member,,Full,2,Street,Marsha,Administrative Assistant,N,2,7,197,5.0,1223,1228.0,0.16042345276872963,2,3.0,0,0,201201114,201203724,0,197,1223,5,1228,3.0,2
201203747,201201124,18,3,LASSEN,2012,2012-11-06,0,Westwood Unified,School Board Member,3,School Board Member,,Full,2,Yeates,David,Retired Teacher,N,2,7,179,5.0,1223,1228.0,0.1457654723127036,2,4.0,0,0,201201114,201203725,0,179,1223,5,1228,4.0,2
201203748,201201124,18,3,LASSEN,2012,2012-11-06,0,Westwood Unified,School Board Member,3,School Board Member,,Full,2,Galloway,Jim,Retired Firefighter,N,2,7,177,5.0,1223,1228.0,0.14413680781758959,2,5.0,0,0,201201114,201203726,0,177,1223,5,1228,5.0,2
201203749,201201124,18,3,LASSEN,2012,2012-11-06,0,Westwood Unified,School Board Member,3,School Board Member,,Full,2,Graham,Chris,No Ballot Designation,N,2,7,108,5.0,1223,1228.0,0.08794788273615635,2,6.0,0,0,201201114,201203727,0,108,1223,5,1228,6.0,2
201203750,201201124,18,3,LASSEN,2012,2012-11-06,0,Westwood Unified,School Board Member,3,School Board Member,,Full,2,Watkins,Bruce A.,Retired Construction Worker,N,2,7,54,5.0,1223,1228.0,0.043973941368078175,2,7.0,0,0,201201114,201203728,0,54,1223,5,1228,7.0,2
201203751,201201125,18,3,LASSEN,2012,2012-11-06,0,Westwood Unified,School Board Member,3,School Board Member,,Short,1,Kinsey,Anthony R.,Parent/Youth Coordinator,N,2,2,280,4.0,661,665.0,0.42105263157894735,2,2.0,0,0,201201115,201203729,0,280,661,4,665,2.0,2
201203754,201201128,18,3,LASSEN,2012,2012-11-06,0,Lassen Community College,School Board Member,3,School Board Member,3,Full,1,White,Dan,Retired,N,2,2,4147,48.0,8611,8659.0,0.23152076820008932,2,2.0,0,0,201201118,201203732,1,4240,17862,50,17912,2.0,2
201203755,201201129,18,3,LASSEN,2012,2012-11-06,0,Shasta-Tehama-Trinity Jt. Comm. College,School Board Member,3,School Board Member,D,Full,1,Marcum,Daniel B.,Farm Advisor,N,2,3,167,0.0,255,255.0,0.007924080664294187,2,2.0,0,0,201201119,201203733,1,4089,21017,58,21075,2.0,2
201203760,201201130,19,3,LOS ANGELES,2012,2012-04-10,0,Long Beach Unified,School Board Member,3,School Board Member,2,Full,1,Linarez,Ricardo A.,Field Deputy/Parent,N,2,2,1245,0.0,3203,3203.0,0.38869809553543555,2,2.0,0,0,201201120,201203738,0,1245,3203,0,3203,2.0,2
201203761,201201131,19,3,LOS ANGELES,2012,2012-04-10,0,Long Beach Community College,School Board Member,3,School Board Member,4,Full,1,Keiser,Davina M.,High School Teacher,N,2,2,2344,0.0,7223,7223.0,0.3245188979648346,2,2.0,0,0,201201121,201203739,0,2344,7223,0,7223,2.0,2
201203762,201201132,19,3,LOS ANGELES,2012,2012-04-10,0,Long Beach Unified,School Board Member,3,School Board Member,4,Full,1,Rainey,Naomi,Retired Educator,N,2,2,1720,0.0,6681,6681.0,0.25744649004640024,2,2.0,0,0,201201122,201203740,0,1720,6681,0,6681,2.0,2
201203763,201201133,19,3,LOS ANGELES,2012,2012-11-06,0,Fullerton Joint Union High,School Board Member,3,School Board Member,,Full,2,Montoya,Andy,Public School Teacher,N,2,4,2860,0.0,10250,10250.0,0.01246154784624367,1,1.0,0,0,201201123,201203741,1,37682,229506,0,229506,1.0,1
201203765,201201134,19,3,LOS ANGELES,2012,2012-11-06,0,Lowell Joint Elementary,School Board Member,3,School Board Member,,Full,2,Jones,Brandon R.,Instructor/College Professor,N,2,3,3946,0.0,10029,10029.0,0.11827828067861638,1,1.0,0,0,201201124,201203743,1,6751,33362,0,33362,1.0,1
201203772,201201137,19,3,LOS ANGELES,2012,2012-11-06,0,Victor Valley Community College,School Board Member,3,School Board Member,,Full,2,Brady,Joseph W.,Businessman/Appointed Trustee,N,2,3,32,0.0,103,103.0,0.00013039509714434736,1,1.0,0,0,201201127,201203750,1,46010,245408,0,245408,1.0,1
201203773,201201137,19,3,LOS ANGELES,2012,2012-11-06,0,Victor Valley Community College,School Board Member,3,School Board Member,,Full,2,Pinkerton,John,High School Counselor,N,2,3,38,0.0,103,103.0,0.0001548441778589125,1,2.0,0,0,201201127,201203751,1,45474,245408,0,245408,2.0,1
201203774,201201138,19,3,LOS ANGELES,2012,2012-11-06,0,Whittier City Elementary,School Board Member,3,School Board Member,,Short,1,Perez,Cecilia R.,Retired Executive,N,2,2,10450,0.0,18885,18885.0,0.5533492189568441,1,1.0,0,0,201201128,201203752,0,10450,18885,0,18885,1.0,1
201203776,201201140,19,3,LOS ANGELES,2012,2012-11-06,0,Cerritos Community College,School Board Member,3,School Board Member,2,Full,1,Avalos,Carmen,Teacher/City Clerk,N,2,2,9610,0.0,14475,14475.0,0.6639032815198618,1,1.0,0,0,201201130,201203754,0,9610,14475,0,14475,1.0,1
201203777,201201141,19,3,LOS ANGELES,2012,2012-11-06,0,Cerritos Community College,School Board Member,3,School Board Member,3,Full,1,Drayer,John P.,Educator,N,2,2,9550,0.0,14021,14021.0,0.6811211753797874,1,1.0,0,0,201201131,201203755,0,9550,14021,0,14021,1.0,1
201203778,201201142,19,3,LOS ANGELES,2012,2012-11-06,0,Cerritos Community College,School Board Member,3,School Board Member,4,Full,1,Perez,Marisa K.,Public Policy Advisor,N,2,2,8124,0.0,15991,15991.0,0.5080357701206929,1,1.0,0,0,201201132,201203756,0,8124,15991,0,15991,1.0,1
201203779,201201143,19,3,LOS ANGELES,2012,2012-11-06,0,Cerritos Community College,School Board Member,3,School Board Member,6,Full,1,Salazar,Sandra,Community Clinic Doctor,N,2,2,8208,0.0,13837,13837.0,0.5931921659319217,1,1.0,0,0,201201133,201203757,0,8208,13837,0,13837,1.0,1
201203782,201201133,19,3,LOS ANGELES,2012,2012-11-06,0,Fullerton Joint Union High,School Board Member,3,School Board Member,,Full,2,Najera,James A.,Teacher/Realtor,N,2,4,1869,0.0,10250,10250.0,0.008143577945674623,2,4.0,0,0,201201123,201203760,1,20705,229506,0,229506,4.0,2
201203783,201201134,19,3,LOS ANGELES,2012,2012-11-06,0,Lowell Joint Elementary,School Board Member,3,School Board Member,,Full,2,Leonard,Martha,Manufacturing Company Controller,N,2,3,2857,0.0,10029,10029.0,0.08563635273664648,2,3.0,0,0,201201124,201203761,1,4626,33362,0,33362,3.0,2
201203784,201201135,19,3,LOS ANGELES,2012,2012-11-06,0,Santa Monica-Malibu Unified,School Board Member,3,School Board Member,,Full,3,Foster,Craig,Teacher,N,2,6,15802,0.0,97248,97248.0,0.16249177360974004,2,4.0,0,0,201201125,201203762,0,15802,97248,0,97248,4.0,2
201203785,201201135,19,3,LOS ANGELES,2012,2012-11-06,0,Santa Monica-Malibu Unified,School Board Member,3,School Board Member,,Full,3,Farrer,Karen,Community Volunteer,N,2,6,12595,0.0,97248,97248.0,0.12951423165514972,2,5.0,0,0,201201125,201203763,0,12595,97248,0,97248,5.0,2
201203786,201201135,19,3,LOS ANGELES,2012,2012-11-06,0,Santa Monica-Malibu Unified,School Board Member,3,School Board Member,,Full,3,Jacobson,Seth,Public Policy Advisor,N,2,6,9173,0.0,97248,97248.0,0.09432584731819678,2,6.0,0,0,201201125,201203764,0,9173,97248,0,97248,6.0,2
201203787,201201136,19,3,LOS ANGELES,2012,2012-11-06,0,Snowline Joint Unified,School Board Member,3,School Board Member,,Full,2,Cowan,Jennylyn Y.,Reserve Law Enforcement,N,2,3,25,0.0,115,115.0,0.0011406670620979149,2,3.0,0,0,201201126,201203765,1,25,21917,0,21917,3.0,2
201203789,201201138,19,3,LOS ANGELES,2012,2012-11-06,0,Whittier City Elementary,School Board Member,3,School Board Member,,Short,1,Guzman II,Chris,Professional Businessman,N,2,2,8435,0.0,18885,18885.0,0.4466507810431559,2,2.0,0,0,201201128,201203767,0,8435,18885,0,18885,2.0,2
201203790,201201139,19,3,LOS ANGELES,2012,2012-11-06,0,Cerritos Community College,School Board Member,3,School Board Member,1,Full,1,Zuniga,Leonard,Business Owner/Consultant,N,2,2,6356,0.0,16348,16348.0,0.38879373623684854,2,2.0,0,0,201201129,201203768,0,6356,16348,0,16348,2.0,2
201203792,201201141,19,3,LOS ANGELES,2012,2012-11-06,0,Cerritos Community College,School Board Member,3,School Board Member,3,Full,1,McHatton,Jean M.,Appointed Governing Board Member,N,2,2,4471,0.0,14021,14021.0,0.31887882462021255,2,2.0,0,0,201201131,201203770,0,4471,14021,0,14021,2.0,2
201203795,201201144,19,3,LOS ANGELES,2012,2012-11-06,0,North Orange County Community College,School Board Member,3,School Board Member,7,Full,1,Koos,Monika,Businesswoman,N,2,2,1184,0.0,2370,2370.0,0.011816131414542625,2,2.0,0,0,201201134,201203773,1,22282,100202,0,100202,2.0,2
201203798,201201147,20,3,MADERA,2012,2012-11-06,0,Golden Valley Unified,School Board Member,3,School Board Member,5,Full,1,Lewis,Steven,Businessman,N,2,2,530,4.0,913,917.0,0.5779716466739367,1,1.0,0,0,201201137,201203776,0,530,913,4,917,1.0,1
201203799,201201148,20,3,MADERA,2012,2012-11-06,0,Merced Community College,School Board Member,3,School Board Member,6,Full,1,Upton,Jean,Retired Educator/Farmer,N,2,2,2608,7.0,3990,3997.0,0.13450232078390922,1,1.0,0,0,201201057,201203472,1,4421,19371,19,19390,1.0,1
201203800,201201145,20,3,MADERA,2012,2012-11-06,0,Madera Unified,School Board Member,3,School Board Member,1,Full,1,Genseal,Chuck,Retired Correctional Officer,N,2,2,1166,8.0,3002,3010.0,0.387375415282392,2,2.0,0,0,201201135,201203777,0,1166,3002,8,3010,2.0,2
201203801,201201146,20,3,MADERA,2012,2012-11-06,0,Madera Unified,School Board Member,3,School Board Member,3,Full,1,Livermore,Galen,Emergency Medical Technician,N,2,2,1143,8.0,3191,3199.0,0.3572991559862457,2,2.0,0,0,201201136,201203778,0,1143,3191,8,3199,2.0,2
201203803,201201148,20,3,MADERA,2012,2012-11-06,0,Merced Community College,School Board Member,3,School Board Member,6,Full,1,Troost,Jinet,Incumbent,N,2,2,1382,7.0,3990,3997.0,0.07127385250128933,2,2.0,0,0,201201057,201203529,1,2036,19371,19,19390,2.0,2
201203804,201201149,21,3,MARIN,2012,2012-11-06,0,Sausalito Elementary,School Board Member,3,School Board Member,,Full,3,Withy,Ray,Biotech Start-up Advisor,N,2,7,2057,25.0,9644,9669.0,0.21274175199089876,1,1.0,0,0,201201138,201203780,0,2057,9644,25,9669,1.0,1
201203806,201201149,21,3,MARIN,2012,2012-11-06,0,Sausalito Elementary,School Board Member,3,School Board Member,,Full,3,Theodores,Thomas,Retired Corporate Counsel,N,2,7,1528,25.0,9644,9669.0,0.1580308201468611,1,3.0,0,0,201201138,201203782,0,1528,9644,25,9669,3.0,1
201203807,201201150,21,3,MARIN,2012,2012-11-06,0,Sausalito Marin City,School Board Member,3,School Board Member,,Full,2,Van Alst,Caroline F.,Forensic CPA/Educator,N,2,3,3492,28.0,7589,7617.0,0.45844820795588814,1,1.0,0,0,201201139,201203783,0,3492,7589,28,7617,1.0,1
201203809,201201149,21,3,MARIN,2012,2012-11-06,0,Sausalito Elementary,School Board Member,3,School Board Member,,Full,3,Nichols,Vicki,Personal Assistant,N,2,7,1512,25.0,9644,9669.0,0.1563760471610301,2,4.0,0,0,201201138,201203785,0,1512,9644,25,9669,4.0,2
201203810,201201149,21,3,MARIN,2012,2012-11-06,0,Sausalito Elementary,School Board Member,3,School Board Member,,Full,3,Olsen,Don,Architect,N,2,7,1243,25.0,9644,9669.0,0.1285551763367463,2,5.0,0,0,201201138,201203786,0,1243,9644,25,9669,5.0,2
201203811,201201149,21,3,MARIN,2012,2012-11-06,0,Sausalito Elementary,School Board Member,3,School Board Member,,Full,3,Sobel,Michael,Financial Executive,N,2,7,1183,25.0,9644,9669.0,0.12234977763988003,2,6.0,0,0,201201138,201203787,0,1183,9644,25,9669,6.0,2
201203812,201201149,21,3,MARIN,2012,2012-11-06,0,Sausalito Elementary,School Board Member,3,School Board Member,,Full,3,Matranga,Ann,Developmental Editor,N,2,7,397,25.0,9644,9669.0,0.041059054710931846,2,7.0,0,0,201201138,201203788,0,397,9644,25,9669,7.0,2
201203813,201201150,21,3,MARIN,2012,2012-11-06,0,Sausalito Marin City,School Board Member,3,School Board Member,,Full,2,Romanowsky,Peter C.,Minister,N,2,3,661,28.0,7589,7617.0,0.08677957200997768,2,3.0,0,0,201201139,201203789,0,661,7589,28,7617,3.0,2
201203814,201201151,23,3,MENDOCINO,2012,2012-11-06,0,Manchester Union Elementary,School Board Member,3,School Board Member,,Full,1,Boyd,Mary Beth,Retired School Teacher,N,2,2,135,0.0,224,224.0,0.6026785714285714,1,1.0,0,0,201201140,201203790,0,135,224,0,224,1.0,1
201203815,201201151,23,3,MENDOCINO,2012,2012-11-06,0,Manchester Union Elementary,School Board Member,3,School Board Member,,Full,1,Rush,Suzanne 'Susan',Business Manager,N,2,2,89,0.0,224,224.0,0.39732142857142855,2,2.0,0,0,201201140,201203791,0,89,224,0,224,2.0,2
201203816,201201152,24,3,MERCED,2012,2012-10-16,0,Atwater Elementary,School Board Member,3,School Board Member,4,Short,1,Whitney,Larry L.,Contractor/Business Owner,N,2,1,124,10.0,124,134.0,0.9253731343283582,1,1.0,0,0,201201141,201203792,0,124,124,10,134,1.0,1
201203817,201201153,24,3,MERCED,2012,2012-11-06,0,Delhi Unified,School Board Member,3,School Board Member,,Full,3,Cervantes,Fidel E.,Appointed Incumbent,N,2,6,774,32.0,3845,3877.0,0.19963889605364973,1,1.0,0,0,201201142,201203793,0,774,3845,32,3877,1.0,1
201203818,201201153,24,3,MERCED,2012,2012-11-06,0,Delhi Unified,School Board Member,3,School Board Member,,Full,3,Espino III,Felipe,School Counselor/Coach,N,2,6,712,32.0,3845,3877.0,0.18364714985813774,1,2.0,0,0,201201142,201203794,0,712,3845,32,3877,2.0,1
201203820,201201154,24,3,MERCED,2012,2012-11-06,0,Dos Palos-Oro Loma Joint Unified,School Board Member,3,School Board Member,,Full,3,Van Worth,Bill,Retired School Teacher,N,2,6,1151,12.0,5220,5232.0,0.21999235474006115,1,1.0,0,0,201201143,201203796,0,1151,5220,12,5232,1.0,1
201203824,201201155,24,3,MERCED,2012,2012-11-06,0,Planada Elementary,School Board Member,3,School Board Member,,Full,2,Sanchez,Adrian,Salesman,N,2,3,300,8.0,969,977.0,0.3070624360286592,1,2.0,0,0,201201144,201203800,0,300,969,8,977,2.0,1
201203825,201201156,24,3,MERCED,2012,2012-11-06,0,Winton Elementary,School Board Member,3,School Board Member,,Full,3,Thomas,Kelly R.,Bookkeeper,N,2,4,735,11.0,2459,2470.0,0.2975708502024291,1,1.0,0,0,201201145,201203801,0,735,2459,11,2470,1.0,1
201203827,201201156,24,3,MERCED,2012,2012-11-06,0,Winton Elementary,School Board Member,3,School Board Member,,Full,3,Daniel,Jack,Heavy Equipment Operator,N,2,4,542,11.0,2459,2470.0,0.2194331983805668,1,3.0,0,0,201201145,201203803,0,542,2459,11,2470,3.0,1
201203828,201201157,24,3,MERCED,2012,2012-11-06,0,Gustine Unified,School Board Member,3,School Board Member,2,Full,1,Longoria,Ernie,Service General Manager,N,2,3,171,4.0,405,409.0,0.4180929095354523,1,1.0,0,0,201201146,201203804,0,171,405,4,409,1.0,1
201203829,201201158,24,3,MERCED,2012,2012-11-06,0,Los Banos Unified,School Board Member,3,School Board Member,2,Full,1,Jones,Tommy,Retired Teacher,N,2,2,727,2.0,1081,1083.0,0.6712834718374885,1,1.0,0,0,201201147,201203805,0,727,1081,2,1083,1.0,1
201203831,201201160,24,3,MERCED,2012,2012-11-06,0,Livingston Union Elementary,School Board Member,3,School Board Member,3,Full,1,Land,Anne,Retired Teacher,N,2,2,208,2.0,408,410.0,0.5073170731707317,1,1.0,0,0,201201149,201203807,0,208,408,2,410,1.0,1
201203832,201201161,24,3,MERCED,2012,2012-11-06,0,Merced Community College,School Board Member,3,School Board Member,3,Full,1,Hicks,Wayne,Instructional Support Technician,N,2,3,3702,75.0,8170,8245.0,0.44899939357186175,1,1.0,0,0,201201150,201203808,0,3702,8170,75,8245,1.0,1
201203833,201201162,24,3,MERCED,2012,2012-11-06,0,Los Banos Unified,School Board Member,3,School Board Member,4,Full,1,Falasco,Dominic J.,Attorney,N,2,2,670,21.0,1315,1336.0,0.5014970059880239,1,1.0,0,0,201201151,201203809,0,670,1315,21,1336,1.0,1
201203834,201201163,24,3,MERCED,2012,2012-11-06,0,Merced City Elementary,School Board Member,3,School Board Member,4,Full,1,Walsh,Susan,Educator,N,2,2,3656,19.0,4727,4746.0,0.7703329119258323,1,1.0,0,0,201201152,201203810,0,3656,4727,19,4746,1.0,1
201203835,201201164,24,3,MERCED,2012,2012-11-06,0,Merced Union High,School Board Member,3,School Board Member,4,Full,1,Crane,Dora,Teacher,N,2,2,5645,40.0,9845,9885.0,0.5710672736469398,1,1.0,0,0,201201153,201203811,0,5645,9845,40,9885,1.0,1
201203836,201201165,24,3,MERCED,2012,2012-11-06,0,Merced Union High,School Board Member,3,School Board Member,5,Short,1,Snyder III,William G.,Substitute Teacher,N,2,2,2953,73.0,4703,4776.0,0.6182998324958124,1,1.0,0,0,201201154,201203812,0,2953,4703,73,4776,1.0,1
201203837,201201166,24,3,MERCED,2012,2012-11-06,0,Merced Community College,School Board Member,3,School Board Member,6,Full,1,Upton,Jean,Retired Educator/Farmer,N,2,2,1730,11.0,2351,2362.0,0.0892212480660134,1,1.0,0,0,201201057,201203472,1,4421,19371,19,19390,1.0,1
201203838,201201167,24,3,MERCED,2012,2012-11-06,0,Los Banos Unified,School Board Member,3,School Board Member,6,Full,1,Duffy,Carole,Retired,N,2,2,695,6.0,1321,1327.0,0.5237377543330821,1,1.0,0,0,201201155,201203813,0,695,1321,6,1327,1.0,1
201203840,201201153,24,3,MERCED,2012,2012-11-06,0,Delhi Unified,School Board Member,3,School Board Member,,Full,3,Reyes,Magdalena,No Ballot Designation,N,2,6,572,32.0,3845,3877.0,0.14753675522311066,2,5.0,0,0,201201142,201203815,0,572,3845,32,3877,5.0,2
201203841,201201153,24,3,MERCED,2012,2012-11-06,0,Delhi Unified,School Board Member,3,School Board Member,,Full,3,Ruiz,Enedina,Private Investigator,N,2,6,567,32.0,3845,3877.0,0.1462470982718597,2,6.0,0,0,201201142,201203816,0,567,3845,32,3877,6.0,2
201203843,201201154,24,3,MERCED,2012,2012-11-06,0,Dos Palos-Oro Loma Joint Unified,School Board Member,3,School Board Member,,Full,3,Montez,Andrew,Student,N,2,6,728,12.0,5220,5232.0,0.13914373088685014,2,5.0,0,0,201201143,201203818,0,728,5220,12,5232,5.0,2
201203844,201201154,24,3,MERCED,2012,2012-11-06,0,Dos Palos-Oro Loma Joint Unified,School Board Member,3,School Board Member,,Full,3,Bryant,Michael,Real Estate Agent,N,2,6,635,12.0,5220,5232.0,0.12136850152905199,2,6.0,0,0,201201143,201203819,0,635,5220,12,5232,6.0,2
201203845,201201155,24,3,MERCED,2012,2012-11-06,0,Planada Elementary,School Board Member,3,School Board Member,,Full,2,Rubalcava,Lupe,Family Services Supervisor,N,2,3,278,8.0,969,977.0,0.28454452405322417,2,3.0,0,0,201201144,201203820,0,278,969,8,977,3.0,2
201203846,201201156,24,3,MERCED,2012,2012-11-06,0,Winton Elementary,School Board Member,3,School Board Member,,Full,3,Munoz,Vera D.,No Ballot Designation,N,2,4,472,11.0,2459,2470.0,0.1910931174089069,2,4.0,0,0,201201145,201203821,0,472,2459,11,2470,4.0,2
201203847,201201157,24,3,MERCED,2012,2012-11-06,0,Gustine Unified,School Board Member,3,School Board Member,2,Full,1,Marsigli,Sherri,Quality Assurance Manager,N,2,3,121,4.0,405,409.0,0.29584352078239606,2,2.0,0,0,201201146,201203822,0,121,405,4,409,2.0,2
201203848,201201157,24,3,MERCED,2012,2012-11-06,0,Gustine Unified,School Board Member,3,School Board Member,2,Full,1,Galatro,David D.,Retired Educator,N,2,3,113,4.0,405,409.0,0.2762836185819071,2,3.0,0,0,201201146,201203823,0,113,405,4,409,3.0,2
201203849,201201158,24,3,MERCED,2012,2012-11-06,0,Los Banos Unified,School Board Member,3,School Board Member,2,Full,1,Higby,Thomas,Businessman,N,2,2,354,2.0,1081,1083.0,0.3268698060941828,2,2.0,0,0,201201147,201203824,0,354,1081,2,1083,2.0,2
